batch,time,TNF,ETH
batch 42,10.0,0.03,0.08
batch 42,15.0,0.03,0.08
batch 42,20.0,0.03,0.08
batch 42,25.0,0.03,0.08
batch 42,30.0,0.03,0.08
batch 42,35.0,0.03,0.08
batch 42,40.0,0.03,0.08
batch 42,45.0,0.03,0.08
batch 42,50.0,0.03,0.08
batch 42,55.0,0.03,0.08
batch 42,60.0,0.03,0.08
batch 42,65.0,0.03,0.08
batch 42,70.0,0.03,0.08
batch 42,75.0,0.03,0.08
batch 42,80.0,0.03,0.08
batch 42,85.0,0.03,0.08
batch 42,90.0,0.03,0.08
batch 42,95.0,0.03,0.08
batch 43,0.0,0.03,0.09
batch 43,5.0,0.03,0.09
batch 43,10.0,0.03,0.09
batch 43,15.0,0.03,0.09
batch 43,20.0,0.03,0.09
batch 43,25.0,0.03,0.09
batch 43,30.0,0.03,0.09
batch 43,35.0,0.03,0.09
batch 43,40.0,0.03,0.09
batch 43,45.0,0.03,0.09
batch 43,50.0,0.03,0.09
batch 43,55.0,0.03,0.09
batch 43,60.0,0.03,0.09
batch 43,65.0,0.03,0.09
batch 43,70.0,0.03,0.09
batch 43,75.0,0.03,0.09
batch 43,80.0,0.03,0.09
batch 43,85.0,0.03,0.09
batch 43,90.0,0.03,0.09
batch 43,95.0,0.03,0.09
batch 44,0.0,0.03,0.1
batch 44,5.0,0.03,0.1
batch 44,10.0,0.03,0.1
batch 44,15.0,0.03,0.1
batch 44,20.0,0.03,0.1
batch 44,25.0,0.03,0.1
batch 44,30.0,0.03,0.1
batch 44,35.0,0.03,0.1
batch 44,40.0,0.03,0.1
batch 44,45.0,0.03,0.1
batch 44,50.0,0.03,0.1
batch 44,55.0,0.03,0.1
batch 44,60.0,0.03,0.1
batch 44,65.0,0.03,0.1
batch 44,70.0,0.03,0.1
batch 44,75.0,0.03,0.1
batch 44,80.0,0.03,0.1
batch 44,85.0,0.03,0.1
batch 44,90.0,0.03,0.1
batch 44,95.0,0.03,0.1
batch 45,0.0,0.04,0.0
batch 45,5.0,0.04,0.0
batch 45,10.0,0.04,0.0
batch 45,15.0,0.04,0.0
batch 45,20.0,0.04,0.0
batch 45,25.0,0.04,0.0
batch 45,30.0,0.04,0.0
batch 45,35.0,0.04,0.0
batch 45,40.0,0.04,0.0
batch 45,45.0,0.04,0.0
batch 45,50.0,0.04,0.0
batch 45,55.0,0.04,0.0
batch 45,60.0,0.04,0.0
batch 45,65.0,0.04,0.0
batch 45,70.0,0.04,0.0
batch 45,75.0,0.04,0.0
batch 45,80.0,0.04,0.0
batch 45,85.0,0.04,0.0
batch 45,90.0,0.04,0.0
batch 45,95.0,0.04,0.0
batch 46,0.0,0.04,0.01
batch 46,5.0,0.04,0.01
batch 46,10.0,0.04,0.01
batch 46,15.0,0.04,0.01
batch 46,20.0,0.04,0.01
batch 46,25.0,0.04,0.01
batch 46,30.0,0.04,0.01
batch 46,35.0,0.04,0.01
batch 46,40.0,0.04,0.01
batch 46,45.0,0.04,0.01
batch 46,50.0,0.04,0.01
batch 46,55.0,0.04,0.01
batch 46,60.0,0.04,0.01
batch 46,65.0,0.04,0.01
batch 46,70.0,0.04,0.01
batch 46,75.0,0.04,0.01
batch 46,80.0,0.04,0.01
batch 46,85.0,0.04,0.01
batch 46,90.0,0.04,0.01
batch 46,95.0,0.04,0.01
batch 47,0.0,0.04,0.02
batch 47,5.0,0.04,0.02
batch 47,10.0,0.04,0.02
batch 47,15.0,0.04,0.02
batch 47,20.0,0.04,0.02
batch 47,25.0,0.04,0.02
batch 47,30.0,0.04,0.02
batch 47,35.0,0.04,0.02
batch 47,40.0,0.04,0.02
batch 47,45.0,0.04,0.02
batch 47,50.0,0.04,0.02
batch 47,55.0,0.04,0.02
batch 47,60.0,0.04,0.02
batch 47,65.0,0.04,0.02
batch 47,70.0,0.04,0.02
batch 47,75.0,0.04,0.02
batch 47,80.0,0.04,0.02
batch 47,85.0,0.04,0.02
batch 47,90.0,0.04,0.02
batch 47,95.0,0.04,0.02
batch 48,0.0,0.04,0.03
batch 48,5.0,0.04,0.03
batch 48,10.0,0.04,0.03
batch 48,15.0,0.04,0.03
batch 48,20.0,0.04,0.03
batch 48,25.0,0.04,0.03
batch 48,30.0,0.04,0.03
batch 48,35.0,0.04,0.03
batch 48,40.0,0.04,0.03
batch 48,45.0,0.04,0.03
batch 48,50.0,0.04,0.03
batch 48,55.0,0.04,0.03
batch 48,60.0,0.04,0.03
batch 48,65.0,0.04,0.03
batch 48,70.0,0.04,0.03
batch 48,75.0,0.04,0.03
batch 48,80.0,0.04,0.03
batch 48,85.0,0.04,0.03
batch 48,90.0,0.04,0.03
batch 48,95.0,0.04,0.03
batch 49,0.0,0.04,0.04
batch 49,5.0,0.04,0.04
batch 49,10.0,0.04,0.04
batch 49,15.0,0.04,0.04
batch 49,20.0,0.04,0.04
batch 49,25.0,0.04,0.04
batch 49,30.0,0.04,0.04
batch 49,35.0,0.04,0.04
batch 49,40.0,0.04,0.04
batch 49,45.0,0.04,0.04
batch 49,50.0,0.04,0.04
batch 49,55.0,0.04,0.04
batch 49,60.0,0.04,0.04
batch 49,65.0,0.04,0.04
batch 49,70.0,0.04,0.04
batch 49,75.0,0.04,0.04
batch 49,80.0,0.04,0.04
batch 49,85.0,0.04,0.04
batch 49,90.0,0.04,0.04
batch 49,95.0,0.04,0.04
batch 50,0.0,0.04,0.05
batch 50,5.0,0.04,0.05
batch 50,10.0,0.04,0.05
batch 50,15.0,0.04,0.05
batch 50,20.0,0.04,0.05
batch 50,25.0,0.04,0.05
batch 50,30.0,0.04,0.05
batch 50,35.0,0.04,0.05
batch 50,40.0,0.04,0.05
batch 50,45.0,0.04,0.05
batch 50,50.0,0.04,0.05
batch 50,55.0,0.04,0.05
batch 50,60.0,0.04,0.05
batch 50,65.0,0.04,0.05
batch 50,70.0,0.04,0.05
batch 50,75.0,0.04,0.05
batch 50,80.0,0.04,0.05
batch 50,85.0,0.04,0.05
batch 50,90.0,0.04,0.05
batch 50,95.0,0.04,0.05
batch 51,0.0,0.04,0.06
batch 51,5.0,0.04,0.06
batch 51,10.0,0.04,0.06
batch 51,15.0,0.04,0.06
batch 51,20.0,0.04,0.06
batch 51,25.0,0.04,0.06
batch 51,30.0,0.04,0.06
batch 51,35.0,0.04,0.06
batch 51,40.0,0.04,0.06
batch 51,45.0,0.04,0.06
batch 51,50.0,0.04,0.06
batch 51,55.0,0.04,0.06
batch 51,60.0,0.04,0.06
batch 51,65.0,0.04,0.06
batch 51,70.0,0.04,0.06
batch 51,75.0,0.04,0.06
batch 51,80.0,0.04,0.06
batch 51,85.0,0.04,0.06
batch 51,90.0,0.04,0.06
batch 51,95.0,0.04,0.06
batch 52,0.0,0.04,0.07
batch 52,5.0,0.04,0.07
batch 52,10.0,0.04,0.07
batch 52,15.0,0.04,0.07
batch 52,20.0,0.04,0.07
batch 52,25.0,0.04,0.07
batch 52,30.0,0.04,0.07
batch 52,35.0,0.04,0.07
batch 52,40.0,0.04,0.07
batch 52,45.0,0.04,0.07
batch 52,50.0,0.04,0.07
batch 52,55.0,0.04,0.07
batch 52,60.0,0.04,0.07
batch 52,65.0,0.04,0.07
batch 52,70.0,0.04,0.07
batch 52,75.0,0.04,0.07
batch 52,80.0,0.04,0.07
batch 52,85.0,0.04,0.07
batch 52,90.0,0.04,0.07
batch 52,95.0,0.04,0.07
batch 53,0.0,0.04,0.08
batch 53,5.0,0.04,0.08
batch 53,10.0,0.04,0.08
batch 53,15.0,0.04,0.08
batch 53,20.0,0.04,0.08
batch 53,25.0,0.04,0.08
batch 53,30.0,0.04,0.08
batch 53,35.0,0.04,0.08
batch 53,40.0,0.04,0.08
batch 53,45.0,0.04,0.08
batch 53,50.0,0.04,0.08
batch 53,55.0,0.04,0.08
batch 53,60.0,0.04,0.08
batch 53,65.0,0.04,0.08
batch 53,70.0,0.04,0.08
batch 53,75.0,0.04,0.08
batch 53,80.0,0.04,0.08
batch 53,85.0,0.04,0.08
batch 53,90.0,0.04,0.08
batch 53,95.0,0.04,0.08
batch 54,0.0,0.04,0.09
batch 54,5.0,0.04,0.09
batch 54,10.0,0.04,0.09
batch 54,15.0,0.04,0.09
batch 54,20.0,0.04,0.09
batch 54,25.0,0.04,0.09
batch 54,30.0,0.04,0.09
batch 54,35.0,0.04,0.09
batch 54,40.0,0.04,0.09
batch 54,45.0,0.04,0.09
batch 54,50.0,0.04,0.09
batch 54,55.0,0.04,0.09
batch 54,60.0,0.04,0.09
batch 54,65.0,0.04,0.09
batch 54,70.0,0.04,0.09
batch 54,75.0,0.04,0.09
batch 54,80.0,0.04,0.09
batch 54,85.0,0.04,0.09
batch 54,90.0,0.04,0.09
batch 54,95.0,0.04,0.09
batch 55,0.0,0.04,0.1
batch 55,5.0,0.04,0.1
batch 55,10.0,0.04,0.1
batch 55,15.0,0.04,0.1
batch 55,20.0,0.04,0.1
batch 55,25.0,0.04,0.1
batch 55,30.0,0.04,0.1
batch 55,35.0,0.04,0.1
batch 55,40.0,0.04,0.1
batch 55,45.0,0.04,0.1
batch 55,50.0,0.04,0.1
batch 55,55.0,0.04,0.1
batch 55,60.0,0.04,0.1
batch 55,65.0,0.04,0.1
batch 55,70.0,0.04,0.1
batch 55,75.0,0.04,0.1
batch 55,80.0,0.04,0.1
batch 55,85.0,0.04,0.1
batch 55,90.0,0.04,0.1
batch 55,95.0,0.04,0.1
batch 56,0.0,0.05,0.0
batch 56,5.0,0.05,0.0
batch 56,10.0,0.05,0.0
batch 56,15.0,0.05,0.0
batch 56,20.0,0.05,0.0
batch 56,25.0,0.05,0.0
batch 56,30.0,0.05,0.0
batch 56,35.0,0.05,0.0
batch 56,40.0,0.05,0.0
batch 56,45.0,0.05,0.0
batch 56,50.0,0.05,0.0
batch 56,55.0,0.05,0.0
batch 56,60.0,0.05,0.0
batch 56,65.0,0.05,0.0
batch 56,70.0,0.05,0.0
batch 56,75.0,0.05,0.0
batch 56,80.0,0.05,0.0
batch 56,85.0,0.05,0.0
batch 56,90.0,0.05,0.0
batch 56,95.0,0.05,0.0
batch 57,0.0,0.05,0.01
batch 57,5.0,0.05,0.01
batch 57,10.0,0.05,0.01
batch 57,15.0,0.05,0.01
batch 57,20.0,0.05,0.01
batch 57,25.0,0.05,0.01
batch 57,30.0,0.05,0.01
batch 57,35.0,0.05,0.01
batch 57,40.0,0.05,0.01
batch 57,45.0,0.05,0.01
batch 57,50.0,0.05,0.01
batch 57,55.0,0.05,0.01
batch 57,60.0,0.05,0.01
batch 57,65.0,0.05,0.01
batch 57,70.0,0.05,0.01
batch 57,75.0,0.05,0.01
batch 57,80.0,0.05,0.01
batch 57,85.0,0.05,0.01
batch 57,90.0,0.05,0.01
batch 57,95.0,0.05,0.01
batch 58,0.0,0.05,0.02
batch 58,5.0,0.05,0.02
batch 58,10.0,0.05,0.02
batch 58,15.0,0.05,0.02
batch 58,20.0,0.05,0.02
batch 58,25.0,0.05,0.02
batch 58,30.0,0.05,0.02
batch 58,35.0,0.05,0.02
batch 58,40.0,0.05,0.02
batch 58,45.0,0.05,0.02
batch 58,50.0,0.05,0.02
batch 58,55.0,0.05,0.02
batch 58,60.0,0.05,0.02
batch 58,65.0,0.05,0.02
batch 58,70.0,0.05,0.02
batch 58,75.0,0.05,0.02
batch 58,80.0,0.05,0.02
batch 58,85.0,0.05,0.02
batch 58,90.0,0.05,0.02
batch 58,95.0,0.05,0.02
batch 59,0.0,0.05,0.03
batch 59,5.0,0.05,0.03
batch 59,10.0,0.05,0.03
batch 59,15.0,0.05,0.03
batch 59,20.0,0.05,0.03
batch 59,25.0,0.05,0.03
batch 59,30.0,0.05,0.03
batch 59,35.0,0.05,0.03
batch 59,40.0,0.05,0.03
batch 59,45.0,0.05,0.03
batch 59,50.0,0.05,0.03
batch 59,55.0,0.05,0.03
batch 59,60.0,0.05,0.03
batch 59,65.0,0.05,0.03
batch 59,70.0,0.05,0.03
batch 59,75.0,0.05,0.03
batch 59,80.0,0.05,0.03
batch 59,85.0,0.05,0.03
batch 59,90.0,0.05,0.03
batch 59,95.0,0.05,0.03
batch 60,0.0,0.05,0.04
batch 60,5.0,0.05,0.04
batch 60,10.0,0.05,0.04
batch 60,15.0,0.05,0.04
batch 60,20.0,0.05,0.04
batch 60,25.0,0.05,0.04
batch 60,30.0,0.05,0.04
batch 60,35.0,0.05,0.04
batch 60,40.0,0.05,0.04
batch 60,45.0,0.05,0.04
batch 60,50.0,0.05,0.04
batch 60,55.0,0.05,0.04
batch 60,60.0,0.05,0.04
batch 60,65.0,0.05,0.04
batch 60,70.0,0.05,0.04
batch 60,75.0,0.05,0.04
batch 60,80.0,0.05,0.04
batch 60,85.0,0.05,0.04
batch 60,90.0,0.05,0.04
batch 60,95.0,0.05,0.04
batch 61,0.0,0.05,0.05
batch 61,5.0,0.05,0.05
batch 61,10.0,0.05,0.05
batch 61,15.0,0.05,0.05
batch 61,20.0,0.05,0.05
batch 61,25.0,0.05,0.05
batch 61,30.0,0.05,0.05
batch 61,35.0,0.05,0.05
batch 61,40.0,0.05,0.05
batch 61,45.0,0.05,0.05
batch 61,50.0,0.05,0.05
batch 61,55.0,0.05,0.05
batch 61,60.0,0.05,0.05
batch 61,65.0,0.05,0.05
batch 61,70.0,0.05,0.05
batch 61,75.0,0.05,0.05
batch 61,80.0,0.05,0.05
batch 61,85.0,0.05,0.05
batch 61,90.0,0.05,0.05
batch 61,95.0,0.05,0.05
batch 62,0.0,0.05,0.06
batch 62,5.0,0.05,0.06
batch 62,10.0,0.05,0.06
batch 62,15.0,0.05,0.06
batch 62,20.0,0.05,0.06
batch 62,25.0,0.05,0.06
batch 62,30.0,0.05,0.06
batch 62,35.0,0.05,0.06
batch 62,40.0,0.05,0.06
batch 62,45.0,0.05,0.06
batch 62,50.0,0.05,0.06
batch 62,55.0,0.05,0.06
batch 62,60.0,0.05,0.06
batch 62,65.0,0.05,0.06
batch 62,70.0,0.05,0.06
batch 62,75.0,0.05,0.06
batch 62,80.0,0.05,0.06
batch 62,85.0,0.05,0.06
batch 62,90.0,0.05,0.06
batch 62,95.0,0.05,0.06
batch 63,0.0,0.05,0.07
batch 63,5.0,0.05,0.07
batch 63,10.0,0.05,0.07
batch 63,15.0,0.05,0.07
batch 63,20.0,0.05,0.07
batch 63,25.0,0.05,0.07
batch 63,30.0,0.05,0.07
batch 63,35.0,0.05,0.07
batch 63,40.0,0.05,0.07
batch 63,45.0,0.05,0.07
batch 63,50.0,0.05,0.07
batch 63,55.0,0.05,0.07
batch 63,60.0,0.05,0.07
batch 63,65.0,0.05,0.07
batch 63,70.0,0.05,0.07
batch 63,75.0,0.05,0.07
batch 63,80.0,0.05,0.07
batch 63,85.0,0.05,0.07
batch 63,90.0,0.05,0.07
batch 63,95.0,0.05,0.07
batch 64,0.0,0.05,0.08
batch 64,5.0,0.05,0.08
batch 64,10.0,0.05,0.08
batch 64,15.0,0.05,0.08
batch 64,20.0,0.05,0.08
batch 64,25.0,0.05,0.08
batch 64,30.0,0.05,0.08
batch 64,35.0,0.05,0.08
batch 64,40.0,0.05,0.08
batch 64,45.0,0.05,0.08
batch 64,50.0,0.05,0.08
batch 64,55.0,0.05,0.08
batch 64,60.0,0.05,0.08
batch 64,65.0,0.05,0.08
batch 64,70.0,0.05,0.08
batch 64,75.0,0.05,0.08
batch 64,80.0,0.05,0.08
batch 64,85.0,0.05,0.08
batch 64,90.0,0.05,0.08
batch 64,95.0,0.05,0.08
batch 65,0.0,0.05,0.09
batch 65,5.0,0.05,0.09
batch 65,10.0,0.05,0.09
batch 65,15.0,0.05,0.09
batch 65,20.0,0.05,0.09
batch 65,25.0,0.05,0.09
batch 65,30.0,0.05,0.09
batch 65,35.0,0.05,0.09
batch 65,40.0,0.05,0.09
batch 65,45.0,0.05,0.09
batch 65,50.0,0.05,0.09
batch 65,55.0,0.05,0.09
batch 65,60.0,0.05,0.09
batch 65,65.0,0.05,0.09
batch 65,70.0,0.05,0.09
batch 65,75.0,0.05,0.09
batch 65,80.0,0.05,0.09
batch 65,85.0,0.05,0.09
batch 65,90.0,0.05,0.09
batch 65,95.0,0.05,0.09
batch 66,0.0,0.05,0.1
batch 66,5.0,0.05,0.1
batch 66,10.0,0.05,0.1
batch 66,15.0,0.05,0.1
batch 66,20.0,0.05,0.1
batch 66,25.0,0.05,0.1
batch 66,30.0,0.05,0.1
batch 66,35.0,0.05,0.1
batch 66,40.0,0.05,0.1
batch 66,45.0,0.05,0.1
batch 66,50.0,0.05,0.1
batch 66,55.0,0.05,0.1
batch 66,60.0,0.05,0.1
batch 66,65.0,0.05,0.1
batch 66,70.0,0.05,0.1
batch 66,75.0,0.05,0.1
batch 66,80.0,0.05,0.1
batch 66,85.0,0.05,0.1
batch 66,90.0,0.05,0.1
batch 66,95.0,0.05,0.1
batch 67,0.0,0.06,0.0
batch 67,5.0,0.06,0.0
batch 67,10.0,0.06,0.0
batch 67,15.0,0.06,0.0
batch 67,20.0,0.06,0.0
batch 67,25.0,0.06,0.0
batch 67,30.0,0.06,0.0
batch 67,35.0,0.06,0.0
batch 67,40.0,0.06,0.0
batch 67,45.0,0.06,0.0
batch 67,50.0,0.06,0.0
batch 67,55.0,0.06,0.0
batch 67,60.0,0.06,0.0
batch 67,65.0,0.06,0.0
batch 67,70.0,0.06,0.0
batch 67,75.0,0.06,0.0
batch 67,80.0,0.06,0.0
batch 67,85.0,0.06,0.0
batch 67,90.0,0.06,0.0
batch 67,95.0,0.06,0.0
batch 68,0.0,0.06,0.01
batch 68,5.0,0.06,0.01
batch 68,10.0,0.06,0.01
batch 68,15.0,0.06,0.01
batch 68,20.0,0.06,0.01
batch 68,25.0,0.06,0.01
batch 68,30.0,0.06,0.01
batch 68,35.0,0.06,0.01
batch 68,40.0,0.06,0.01
batch 68,45.0,0.06,0.01
batch 68,50.0,0.06,0.01
batch 68,55.0,0.06,0.01
batch 68,60.0,0.06,0.01
batch 68,65.0,0.06,0.01
batch 68,70.0,0.06,0.01
batch 68,75.0,0.06,0.01
batch 68,80.0,0.06,0.01
batch 68,85.0,0.06,0.01
