batch,time,Rc,C,I,mI,m1,P1
batch 108,90.0,7.884236,230.726981,411.923703,7.840509,0.167052,29.712108
batch 108,95.0,13.038883,237.05433,243.75802,6.617437,0.134184,29.724082
batch 109,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 109,5.0,27.267883,94.666335,111.433546,8.116356,0.661553,1.624525
batch 109,10.0,5.678304,171.726968,567.758665,9.725233,0.968083,6.769916
batch 109,15.0,3.177605,217.969973,1029.825093,9.107013,0.828356,11.960744
batch 109,20.0,2.950219,245.961117,1112.948555,7.385991,0.633957,15.917103
batch 109,25.0,5.292627,259.102976,615.336521,5.309753,0.473661,18.697638
batch 109,30.0,98.526305,128.044511,24.938069,5.146263,0.356407,20.569677
batch 109,35.0,18.174803,164.702918,176.45831,8.612555,0.444108,22.237494
batch 109,40.0,6.208992,210.207983,524.28748,8.943715,0.443269,24.285638
batch 109,45.0,4.931467,237.949865,662.690013,7.722395,0.356125,25.939809
batch 109,50.0,9.122919,248.081722,352.167248,6.024357,0.27069,27.016533
batch 109,55.0,66.250179,154.574887,43.429704,6.285386,0.212372,27.618523
batch 109,60.0,16.125512,186.667587,199.618368,8.495422,0.258857,28.173261
batch 109,65.0,7.38653,220.497899,440.299835,8.405438,0.251061,28.885448
batch 109,70.0,7.628014,239.550807,425.250302,7.161422,0.203161,29.378543
batch 109,75.0,28.009128,220.676725,105.451235,6.083277,0.157551,29.569843
batch 109,80.0,32.467182,176.802561,97.443366,7.626834,0.156332,29.579044
batch 109,85.0,11.274019,209.168716,286.813754,8.395368,0.182204,29.730049
batch 109,90.0,8.614521,231.079145,376.196538,7.666571,0.162265,29.883228
batch 109,95.0,16.533859,231.709256,189.683518,6.574414,0.130686,29.864668
batch 110,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 110,5.0,28.057537,93.155763,107.925584,8.044596,0.664669,1.628831
batch 110,10.0,5.898241,170.498472,546.160929,9.649,0.979913,6.82126
batch 110,15.0,3.303061,217.019317,990.318341,9.055203,0.840981,12.085923
batch 110,20.0,3.081693,245.162032,1065.064237,7.37439,0.644226,16.106626
batch 110,25.0,5.677382,258.01499,572.766968,5.340633,0.481509,18.93486
batch 110,30.0,96.505756,126.126912,26.303222,5.325797,0.363638,20.841364
batch 110,35.0,17.827341,166.355912,179.840164,8.588136,0.448617,22.548841
batch 110,40.0,6.410097,210.679233,507.657475,8.84712,0.442207,24.593291
batch 110,45.0,5.267933,237.648885,619.811846,7.633993,0.354755,26.23023
batch 110,50.0,10.632214,245.584243,300.197449,6.01086,0.269853,27.291722
batch 110,55.0,61.22039,155.10529,48.245356,6.529682,0.215722,27.887094
batch 110,60.0,15.381678,189.506419,209.270584,8.468324,0.259692,28.458603
batch 110,65.0,7.697715,221.448777,422.175393,8.271167,0.246975,29.148446
batch 110,70.0,8.627494,238.453516,374.768209,7.053541,0.19941,29.60949
batch 110,75.0,34.30663,209.704961,84.822615,6.207868,0.155852,29.776622
batch 110,80.0,28.278829,181.48725,112.242521,7.754626,0.16078,29.791615
batch 110,85.0,11.234839,211.379616,287.661467,8.281609,0.179893,29.942474
batch 110,90.0,9.536829,230.768257,338.874536,7.51595,0.158317,30.068316
batch 110,95.0,20.61887,224.904708,149.950846,6.587047,0.128308,30.02453
batch 111,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 111,5.0,20.616428,108.057364,151.20668,8.824757,0.632009,1.5838
batch 111,10.0,4.081276,181.775395,795.247327,10.474687,0.867101,6.312059
batch 111,15.0,2.28518,225.514538,1437.248176,9.620078,0.725103,10.889402
batch 111,20.0,2.046681,252.064224,1609.596292,7.528614,0.55118,14.325464
batch 111,25.0,3.030732,266.415447,1084.188876,5.100637,0.410827,16.724882
batch 111,30.0,45.671808,221.369065,46.618506,3.607543,0.305132,18.329559
batch 111,35.0,27.70537,142.441059,116.671055,8.489899,0.383941,19.614626
batch 111,40.0,5.213286,202.022215,625.523658,9.87065,0.458372,21.66028
batch 111,45.0,3.105835,236.284868,1057.457907,8.772572,0.378734,23.517734
batch 111,50.0,3.374673,256.273709,973.163215,6.644808,0.28808,24.785583
batch 111,55.0,11.385968,256.6641,276.541108,4.683775,0.215241,25.529912
batch 111,60.0,56.771899,133.202267,56.107451,7.304794,0.204013,25.923739
batch 111,65.0,7.713981,198.403086,421.823983,9.543819,0.296487,26.708804
batch 111,70.0,3.932183,232.924218,833.897205,8.829432,0.262884,27.604769
batch 111,75.0,4.060941,253.085916,807.305498,6.903534,0.203829,28.166594
batch 111,80.0,14.029827,250.789957,221.541783,5.07199,0.153423,28.383078
batch 111,85.0,48.232713,148.733464,66.335965,7.49434,0.15315,28.377468
batch 111,90.0,7.876013,204.676477,413.482049,9.368041,0.223148,28.705933
batch 111,95.0,4.33862,235.936534,755.378442,8.537441,0.198895,29.129162
batch 112,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 112,5.0,21.333712,106.514065,145.801785,8.740267,0.635786,1.589173
batch 112,10.0,4.232093,180.692031,766.482763,10.386093,0.878604,6.366782
batch 112,15.0,2.367635,224.724819,1386.82657,9.560105,0.736434,11.012355
batch 112,20.0,2.127186,251.449529,1548.330692,7.511371,0.560154,14.504935
batch 112,25.0,3.204473,265.760693,1024.813194,5.120286,0.417603,16.94534
batch 112,30.0,57.71404,205.973217,33.628868,3.727856,0.310269,18.5783
batch 112,35.0,25.780217,145.632468,125.182104,8.54518,0.393544,19.908245
batch 112,40.0,5.262889,203.181774,619.666312,9.768329,0.457428,21.964616
batch 112,45.0,3.233232,236.745496,1015.553781,8.639344,0.376256,23.80083
batch 112,50.0,3.659185,256.073554,896.74117,6.542317,0.286032,25.046705
batch 112,55.0,15.471097,250.994868,197.840968,4.700115,0.2138,25.772971
batch 112,60.0,46.055273,142.454844,69.824786,7.632593,0.21528,26.175537
batch 112,65.0,7.352923,201.947901,442.781249,9.46,0.293076,26.980536
batch 112,70.0,4.070498,234.72283,805.399053,8.611836,0.255034,27.829663
batch 112,75.0,4.576492,253.308741,715.218991,6.694782,0.197107,28.340951
batch 112,80.0,23.563217,238.055968,123.501516,5.087346,0.148538,28.517816
batch 112,85.0,34.900298,160.974704,92.456108,7.951969,0.165444,28.519286
batch 112,90.0,7.232417,210.067161,450.660764,9.251577,0.217688,28.866731
batch 112,95.0,4.544548,238.693149,720.842794,8.220432,0.188359,29.231455
batch 113,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 113,5.0,22.06357,104.968991,140.651025,8.657348,0.639485,1.594414
batch 113,10.0,4.389383,179.593653,738.592348,10.299023,0.890157,6.421172
batch 113,15.0,2.453872,223.919655,1337.718584,9.501134,0.747902,11.135615
batch 113,20.0,2.211927,250.818243,1488.658041,7.494791,0.56926,14.685524
batch 113,25.0,3.392646,265.07339,967.356118,5.141032,0.424485,17.167588
batch 113,30.0,69.632903,190.085717,26.857741,3.866535,0.315525,18.829357
batch 113,35.0,24.170643,148.572402,133.345961,8.587665,0.402382,20.204194
batch 113,40.0,5.326876,204.274114,612.237984,9.665432,0.456312,22.268423
batch 113,45.0,3.374323,237.143325,972.822067,8.510248,0.373804,24.083151
batch 113,50.0,3.990079,255.761861,821.540587,6.44749,0.284037,25.307336
batch 113,55.0,22.109636,242.020596,131.586083,4.74742,0.212447,26.01591
batch 113,60.0,37.693632,150.814729,85.555819,7.896927,0.225805,26.431905
batch 113,65.0,7.097373,205.200063,458.92772,9.358723,0.288888,27.247436
batch 113,70.0,4.250963,236.293619,770.94876,8.39809,0.247439,28.049165
batch 113,75.0,5.2532,253.143823,621.692146,6.506363,0.190752,28.512084
batch 113,80.0,41.046451,214.33415,63.927186,5.22083,0.144191,28.651706
batch 113,85.0,26.131831,171.275436,123.593613,8.276909,0.175758,28.670954
batch 113,90.0,6.836883,214.798011,477.017644,9.094153,0.210995,29.020578
batch 113,95.0,4.8679,240.898794,672.421032,7.910668,0.178441,29.326684
batch 114,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 114,5.0,22.805126,103.423283,135.743227,8.575957,0.643108,1.599524
batch 114,10.0,4.553455,178.479829,711.555176,10.213436,0.901757,6.475221
batch 114,15.0,2.544115,223.098394,1289.895625,9.443138,0.759512,11.25918
batch 114,20.0,2.301201,250.169469,1430.546853,7.478861,0.578502,14.867253
batch 114,25.0,3.59685,264.350615,911.796326,5.16291,0.431478,17.39167
batch 114,30.0,80.016616,175.232879,23.683544,4.023192,0.320925,19.082808
batch 114,35.0,22.822409,151.29351,141.079295,8.618561,0.410496,20.502358
batch 114,40.0,5.405483,205.297915,603.326407,9.5623,0.455065,22.571906
batch 114,45.0,3.530718,237.474715,929.431311,8.385468,0.3714,24.36507
batch 114,50.0,4.377827,255.320613,747.851734,6.360688,0.282112,25.567948
batch 114,55.0,32.551286,228.085932,82.578051,4.836081,0.211224,26.259305
batch 114,60.0,31.399593,158.107419,102.714683,8.104086,0.235058,26.692502
batch 114,65.0,6.93038,208.167742,470.138513,9.24356,0.28416,27.510135
batch 114,70.0,4.479793,237.62615,731.208997,8.190341,0.240161,28.264661
batch 114,75.0,6.161065,252.481938,528.376771,6.341172,0.184792,28.681564
batch 114,80.0,59.260698,186.127785,43.452337,5.509671,0.140771,28.786735
batch 114,85.0,20.576242,179.721899,156.973141,8.489052,0.183153,28.830822
batch 114,90.0,6.631482,218.902922,491.948581,8.907735,0.203662,29.169036
batch 114,95.0,5.338648,242.510989,612.334973,7.616219,0.169249,29.418125
batch 115,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 115,5.0,23.557443,101.878123,131.067547,8.496052,0.646654,1.604508
batch 115,10.0,4.724634,177.350122,685.351097,10.129291,0.913402,6.528919
batch 115,15.0,2.638602,222.260355,1243.330376,9.386092,0.771268,11.383051
batch 115,20.0,2.395329,249.502249,1373.967274,7.463574,0.587885,15.050147
batch 115,25.0,3.818893,263.589107,858.115228,5.185955,0.438586,17.617638
batch 115,30.0,88.173899,162.275027,22.346297,4.195361,0.326496,19.338739
batch 115,35.0,21.691954,153.821755,148.312414,8.63897,0.417932,20.802654
batch 115,40.0,5.499104,206.251511,593.022704,9.459255,0.453727,22.875304
batch 115,45.0,3.70427,237.735434,885.554138,8.265194,0.369066,24.64699
batch 115,50.0,4.835882,254.727167,675.989053,6.282335,0.280274,25.829049
batch 115,55.0,46.348895,209.227829,53.770958,4.977928,0.210209,26.503796
batch 115,60.0,26.733863,164.415416,120.572322,8.260743,0.242794,26.956919
batch 115,65.0,6.840534,210.855703,476.407601,9.117754,0.279097,27.769464
batch 115,70.0,4.765276,238.706209,686.938979,7.990694,0.233252,28.477617
batch 115,75.0,7.410298,251.155735,437.206237,6.202635,0.179256,28.851021
batch 115,80.0,66.47875,167.352278,41.108974,5.923328,0.138997,28.925368
batch 115,85.0,17.026629,186.754438,189.775903,8.609129,0.187634,28.997351
batch 115,90.0,6.584205,222.401846,495.490383,8.702868,0.196138,29.314236
batch 115,95.0,6.004397,243.458505,543.36352,7.344877,0.160858,29.509131
batch 116,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 116,5.0,24.319534,100.334732,126.613476,8.417593,0.650125,1.609367
batch 116,10.0,4.903256,176.204091,659.960673,10.046548,0.925092,6.58226
batch 116,15.0,2.737589,221.404823,1197.996749,9.329968,0.783171,11.507225
batch 116,20.0,2.494657,248.815561,1318.891034,7.448918,0.597413,15.234229
batch 116,25.0,4.060825,262.785221,806.297017,5.210205,0.445812,17.845541
batch 116,30.0,94.000543,151.491866,21.975506,4.379078,0.332271,19.597246
batch 116,35.0,20.744432,156.1775,154.988383,8.649901,0.424745,21.105029
batch 116,40.0,5.608285,207.132891,581.421378,9.356601,0.452336,23.178882
batch 116,45.0,3.89712,237.920602,841.367804,8.149629,0.366826,24.929342
batch 116,50.0,5.381623,253.95292,606.295494,6.212923,0.278542,26.091177
batch 116,55.0,59.535012,189.429552,41.163722,5.178736,0.209531,26.750099
batch 116,60.0,23.281268,169.895722,138.389117,8.373432,0.24898,27.224823
batch 116,65.0,6.820452,213.266046,477.840631,8.984284,0.273874,28.026416
batch 116,70.0,5.118232,239.515047,638.992793,7.801218,0.22676,28.689564
batch 116,75.0,9.176324,248.905895,350.48601,6.094899,0.174175,29.022136
batch 116,80.0,63.471785,160.173872,45.728645,6.374741,0.139546,29.070593
batch 116,85.0,14.718784,192.699193,219.665841,8.656174,0.189655,29.169648
batch 116,90.0,6.679702,225.304143,488.259241,8.488936,0.188759,29.458703
batch 116,95.0,6.938426,243.629034,468.819117,7.104193,0.153322,29.603074
batch 117,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 117,5.0,25.090367,98.79435,122.370833,8.340541,0.653521,1.614106
batch 117,10.0,5.089671,175.041294,635.365138,9.965168,0.936825,6.635234
batch 117,15.0,2.841348,220.531053,1153.869826,9.274741,0.795227,11.631702
batch 117,20.0,2.599563,248.108312,1265.291396,7.434886,0.607091,15.419525
batch 117,25.0,4.324971,261.934884,756.328731,5.235701,0.453162,18.075433
batch 117,30.0,97.677606,142.858084,22.181614,4.569746,0.338285,19.858432
batch 117,35.0,19.951979,158.376546,161.062052,8.652279,0.43099,21.409465
batch 117,40.0,5.733727,207.939704,568.620315,9.254627,0.45093,23.482934
batch 117,45.0,4.111728,238.024623,797.054654,8.038979,0.364703,25.212585
batch 117,50.0,6.037594,252.961601,539.147411,6.153018,0.276935,26.354901
batch 117,55.0,68.132281,173.321871,37.161983,5.42954,0.209377,26.999037
batch 117,60.0,20.715427,174.693654,155.497028,8.448289,0.253716,27.496035
batch 117,65.0,6.865795,215.398663,474.647858,8.845898,0.268641,28.282129
batch 117,70.0,5.552592,240.028494,588.31576,7.623932,0.220724,28.902083
batch 117,75.0,11.732053,245.336947,271.005515,6.023036,0.169588,29.196637
batch 117,80.0,55.568288,160.703016,54.462889,6.792202,0.142442,29.2255
batch 117,85.0,13.207716,197.751786,244.936691,8.646834,0.18981,29.347615
batch 117,90.0,6.914321,227.609949,471.381997,8.27431,0.18177,29.605214
batch 117,95.0,8.250342,242.853426,392.512864,6.901499,0.146681,29.703313
batch 118,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 118,5.0,25.868872,97.258236,118.329766,8.264859,0.656843,1.618727
batch 118,10.0,5.284243,173.861286,611.54635,9.885115,0.948597,6.687834
batch 118,15.0,2.950169,219.638261,1110.925819,9.220387,0.807438,11.756478
batch 118,20.0,2.710456,247.379335,1213.143122,7.421468,0.616925,15.60606
batch 118,25.0,4.613966,261.033536,708.200319,5.262485,0.460641,18.30737
batch 118,30.0,99.490753,136.215156,22.781768,4.762874,0.344574,20.122412
batch 118,35.0,19.292286,160.431035,166.499094,8.646952,0.436726,21.715977
batch 118,40.0,5.876279,208.669257,554.720797,9.153611,0.449547,23.78778
batch 118,45.0,4.350919,238.041121,752.802443,7.933463,0.362721,25.497202
batch 118,50.0,6.83302,251.707188,474.959871,6.103265,0.275476,26.620821
batch 118,55.0,71.393413,162.528333,37.143058,5.708935,0.209959,27.251546
batch 118,60.0,18.799872,178.919783,171.336061,8.490953,0.257175,27.770574
batch 118,65.0,6.9746,217.251539,467.136571,8.70514,0.263525,28.53785
batch 118,70.0,6.086014,240.216023,535.937938,7.460799,0.215181,29.1168
batch 118,75.0,15.455215,239.900071,202.092838,5.993041,0.165545,29.376305
batch 118,80.0,46.811758,164.972717,66.261095,7.140948,0.146973,29.392639
batch 118,85.0,12.23469,202.027907,264.51778,8.595379,0.188675,29.531885
batch 118,90.0,7.293278,229.310858,446.416013,8.066403,0.175346,29.75669
batch 118,95.0,10.094116,240.893474,318.682626,6.743828,0.140975,29.813164
batch 119,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 119,5.0,26.653956,95.727652,114.480757,8.190511,0.660092,1.623233
batch 119,10.0,5.487348,172.663626,588.486757,9.806351,0.960408,6.740049
batch 119,15.0,3.064364,218.725627,1069.142021,9.166881,0.819809,11.881552
batch 119,20.0,2.82778,246.627379,1162.422429,7.408655,0.62692,15.793862
batch 119,25.0,4.930797,260.076073,661.904722,5.290599,0.468254,18.541412
batch 119,30.0,99.75222,131.34852,23.680045,4.954525,0.351166,20.389306
batch 119,35.0,18.74744,162.350203,171.275128,8.634702,0.442011,22.02461
batch 119,40.0,6.036943,209.318517,539.827482,9.053818,0.448224,24.093766
batch 119,45.0,4.617927,237.962869,708.804495,7.833301,0.360904,25.783702
batch 119,50.0,7.805503,250.131593,414.191799,6.064392,0.274187,26.889566
batch 119,55.0,70.472837,156.579208,39.290972,5.993479,0.211436,27.508652
batch 119,60.0,17.368573,182.652318,185.465936,8.506537,0.259568,28.048664
batch 119,65.0,7.146819,218.820987,455.702466,8.564364,0.258634,28.794923
batch 119,70.0,6.740419,240.039979,482.963462,7.313696,0.210166,29.335369
batch 119,75.0,20.680568,232.056518,147.297917,6.011109,0.162122,29.562976
batch 119,80.0,39.190748,170.414542,80.189586,7.412105,0.15217,29.573729
batch 119,85.0,11.645962,205.599412,277.923423,8.513933,0.186755,29.723688
batch 119,90.0,7.82863,230.390893,415.254092,7.871656,0.169614,29.916114
batch 119,95.0,12.651822,237.461415,251.802627,6.637496,0.13625,29.935887
batch 120,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 120,5.0,27.444507,94.203857,110.814615,8.117463,0.663269,1.627626
batch 120,10.0,5.699374,171.447872,566.169353,9.728844,0.972255,6.791873
batch 120,15.0,3.184266,217.792295,1028.496762,9.114201,0.832343,12.006921
batch 120,20.0,2.952018,245.851106,1113.106955,7.396437,0.637082,15.982957
batch 120,25.0,5.278845,259.056788,617.437948,5.320089,0.476007,18.777619
batch 120,30.0,98.767486,128.023114,24.820162,5.141507,0.358084,20.659245
batch 120,35.0,18.303023,164.140974,175.374908,8.616249,0.446906,22.335443
batch 120,40.0,6.216874,209.884117,524.048359,8.955506,0.446998,24.401261
batch 120,45.0,4.916435,237.781732,665.259631,7.73872,0.359278,26.072616
batch 120,50.0,9.002427,248.162676,357.34945,6.0372,0.273094,27.161792
batch 120,55.0,66.890624,154.340639,42.888476,6.264891,0.21386,27.771415
batch 120,60.0,16.305724,185.945358,197.566439,8.49965,0.26111,28.330731
batch 120,65.0,7.383953,220.101877,440.819395,8.425738,0.254058,29.054762
batch 120,70.0,7.54211,239.455461,430.553569,7.184378,0.205709,29.559471
batch 120,75.0,27.181705,221.892147,109.075825,6.081123,0.159424,29.758556
batch 120,80.0,33.256011,175.763083,95.1387,7.610065,0.157265,29.769822
batch 120,85.0,11.34784,208.514446,285.174119,8.412719,0.184461,29.924705
batch 120,90.0,8.53698,230.828857,380.011566,7.695472,0.164662,30.086463
batch 120,95.0,16.03792,232.342717,196.084301,6.586927,0.132568,30.074688
batch 121,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 121,5.0,28.239404,92.688097,107.322481,8.04568,0.666376,1.63191
batch 121,10.0,5.920721,170.213588,544.577639,9.652559,0.984136,6.843296
batch 121,15.0,3.310229,216.837367,988.969364,9.062322,0.845043,12.13258
batch 121,20.0,3.083694,245.049084,1065.175726,7.384805,0.647417,16.173375
batch 121,25.0,5.661926,257.969306,574.799149,5.351001,0.483907,19.016056
batch 121,30.0,96.81904,126.002981,26.165775,5.321395,0.365344,20.932363
batch 121,35.0,17.94739,165.808446,178.791604,8.592259,0.451471,22.648585
batch 121,40.0,6.41738,210.362365,507.494634,8.858922,0.445902,24.710657
batch 121,45.0,5.250608,237.488616,622.371815,7.649947,0.357868,26.364499
batch 121,50.0,10.480931,245.713993,304.98482,6.022539,0.272224,27.438188
batch 121,55.0,61.952859,154.639237,47.577968,6.511691,0.217151,28.040868
batch 121,60.0,15.530143,188.836447,207.432315,8.474424,0.262012,28.617387
batch 121,65.0,7.688737,221.087931,423.027055,8.291238,0.249874,29.318837
batch 121,70.0,8.520801,238.411788,379.89998,7.074413,0.201844,29.790805
batch 121,75.0,33.620141,210.863841,86.710362,6.200038,0.157591,29.965033
batch 121,80.0,28.877371,180.542254,109.95568,7.744738,0.161841,29.981657
batch 121,85.0,11.281766,210.808472,286.70204,8.300271,0.182114,30.136921
batch 121,90.0,9.435723,230.603525,342.893318,7.542101,0.160557,30.270674
batch 121,95.0,20.072393,225.696826,154.444277,6.592303,0.130011,30.23271
