batch,time,Rc,C,I,mI,m1,P1
batch 36,90.0,6.464611,220.721014,501.810011,8.89146,0.187887,27.577707
batch 36,95.0,5.228126,243.794687,621.933581,7.566628,0.156009,27.787266
batch 37,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 37,5.0,21.787982,106.501295,141.014441,8.566658,0.630218,1.575825
batch 37,10.0,4.450341,180.269724,723.268412,10.184503,0.873857,6.319931
batch 37,15.0,2.512521,224.220656,1298.484772,9.387353,0.733895,10.946098
batch 37,20.0,2.294026,250.856601,1427.182787,7.401266,0.55864,14.429061
batch 37,25.0,3.649651,264.68433,893.648756,5.089303,0.416611,16.864446
batch 37,30.0,84.214645,169.044594,22.854369,4.041326,0.30997,18.495229
batch 37,35.0,21.336013,156.043922,149.851062,8.61514,0.393944,19.869856
batch 37,40.0,5.323076,207.904873,609.048446,9.480205,0.427732,21.816824
batch 37,45.0,3.574895,238.953039,912.675688,8.25517,0.347629,23.478517
batch 37,50.0,4.638162,255.790596,701.397606,6.231052,0.263883,24.583737
batch 37,55.0,42.861235,214.683495,58.59276,4.870319,0.19779,25.210929
batch 37,60.0,26.563466,166.56839,120.631645,8.212258,0.226013,25.621788
batch 37,65.0,6.668603,212.512713,485.874488,9.120278,0.26015,26.363985
batch 37,70.0,4.628703,239.939731,703.430626,7.96823,0.217351,27.009705
batch 37,75.0,7.16585,252.299541,449.984437,6.145771,0.16698,27.343474
batch 37,80.0,65.30582,170.429823,41.51827,5.830857,0.129253,27.398567
batch 37,85.0,16.608715,189.223205,193.410929,8.588059,0.17353,27.447553
batch 37,90.0,6.415286,224.155473,505.708515,8.68214,0.181033,27.720805
batch 37,95.0,5.881329,244.726216,551.784099,7.290501,0.148343,27.880581
batch 38,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 38,5.0,22.499574,105.002021,136.217959,8.486949,0.633812,1.580959
batch 38,10.0,4.614772,179.174866,697.060898,10.100773,0.885133,6.372854
batch 38,15.0,2.604745,223.40702,1252.121182,9.330846,0.745167,11.066518
batch 38,20.0,2.387386,250.205454,1370.993959,7.386222,0.567618,14.605952
batch 38,25.0,3.877401,263.924468,840.465978,5.1121,0.423409,17.082485
batch 38,30.0,91.033409,157.332911,22.117791,4.220992,0.315352,18.741903
batch 38,35.0,20.349606,158.419646,157.014295,8.63048,0.400636,20.158331
batch 38,40.0,5.421805,208.807379,597.922559,9.375917,0.426508,22.107303
batch 38,45.0,3.756775,239.169869,868.139332,8.136377,0.345547,23.749173
batch 38,50.0,5.152116,255.085939,630.304443,6.157971,0.262259,24.835302
batch 38,55.0,56.472196,194.814563,43.125022,5.059417,0.197087,25.447405
batch 38,60.0,23.030528,172.051332,139.065714,8.335011,0.232022,25.87803
batch 38,65.0,6.637751,214.91664,488.19391,8.985063,0.255395,26.610913
batch 38,70.0,4.965324,240.772685,655.188095,7.774049,0.211351,27.21492
batch 38,75.0,8.855283,250.18122,361.573741,6.033155,0.162269,27.510627
batch 38,80.0,62.682797,162.889157,45.985914,6.289279,0.129654,27.541265
batch 38,85.0,14.333416,195.059891,224.264508,8.638856,0.175488,27.615184
batch 38,90.0,6.50497,227.009674,498.614991,8.463486,0.174299,27.862974
batch 38,95.0,6.798082,244.89852,475.968414,7.045515,0.141449,27.976274
batch 39,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 39,5.0,23.221063,103.503563,131.643574,8.408682,0.637333,1.585972
batch 39,10.0,4.786183,178.064691,671.660522,10.018439,0.896453,6.425446
batch 39,15.0,2.701286,222.576791,1206.980762,9.275255,0.756578,11.187233
batch 39,20.0,2.485861,249.535535,1316.299868,7.371804,0.576731,14.783963
batch 39,25.0,4.125797,263.121645,789.144344,5.136101,0.430318,17.302338
batch 39,30.0,95.590525,147.816137,22.10583,4.410149,0.320945,18.991001
batch 39,35.0,19.523868,160.635588,163.573622,8.636729,0.406772,20.448692
batch 39,40.0,5.53592,209.637594,585.536731,9.272236,0.42526,22.398088
batch 39,45.0,3.958988,239.309379,823.4121,8.022518,0.343569,24.020486
batch 39,50.0,5.76876,254.177875,561.673018,6.094267,0.260747,25.088156
batch 39,55.0,66.06859,177.895498,37.831359,5.303081,0.196835,25.686077
batch 39,60.0,20.412064,176.841638,156.870767,8.41806,0.236662,26.137281
batch 39,65.0,6.670832,217.050146,485.764954,8.844471,0.25061,26.856451
batch 39,70.0,5.379675,241.320853,604.050972,7.592036,0.205764,27.420344
batch 39,75.0,11.300771,246.799146,280.207314,5.956097,0.158004,27.680543
batch 39,80.0,54.908419,163.248975,54.7943,6.717987,0.132259,27.692474
batch 39,85.0,12.84285,200.024618,250.453708,8.631372,0.175707,27.787771
batch 39,90.0,6.729782,229.28504,481.669823,8.244016,0.167907,28.006668
batch 39,95.0,8.087126,244.144888,398.327452,6.838925,0.135364,28.077318
batch 40,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 40,5.0,23.951561,102.007014,127.281337,8.331818,0.640783,1.590864
batch 40,10.0,4.964894,176.938789,647.048495,9.937461,0.907816,6.4777
batch 40,15.0,2.802399,221.729273,1163.038593,9.220553,0.768131,11.308243
batch 40,20.0,2.589818,248.845803,1263.073908,7.358006,0.585984,14.963117
batch 40,25.0,4.397276,262.271669,739.671924,5.161348,0.437341,17.524054
batch 40,30.0,98.141173,140.380531,22.561995,4.604091,0.326782,19.242621
batch 40,35.0,18.834828,162.705259,169.490459,8.63479,0.412407,20.740933
batch 40,40.0,5.666146,210.393229,571.993202,9.169447,0.424025,22.68946
batch 40,45.0,4.184143,239.365794,778.681494,7.913799,0.341716,24.292885
batch 40,50.0,6.515321,253.023626,495.908742,6.040554,0.259365,25.342828
batch 40,55.0,70.258838,166.190429,37.239122,5.581629,0.197234,25.92777
batch 40,60.0,18.459898,181.057436,173.459991,8.467286,0.240087,26.399492
batch 40,65.0,6.765485,218.912252,478.889186,8.701121,0.245912,27.101699
batch 40,70.0,5.888585,241.555647,551.047666,7.424129,0.20062,27.627418
batch 40,75.0,14.875896,241.613726,209.217383,5.920612,0.15423,27.854794
batch 40,80.0,46.16076,167.460569,66.835428,7.078784,0.136432,27.854531
batch 40,85.0,11.880178,204.233846,270.872275,8.580299,0.174718,27.965796
batch 40,90.0,7.094622,230.974414,456.442158,8.031227,0.162016,28.154462
batch 40,95.0,9.902773,242.227924,323.13186,6.677732,0.130121,28.18664
batch 41,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 41,5.0,24.690145,100.513485,123.121621,8.256318,0.644161,1.595639
batch 41,10.0,5.151235,175.796753,623.206659,9.857804,0.919219,6.529608
batch 41,15.0,2.908358,220.863734,1120.270865,9.166716,0.779829,11.429546
batch 41,20.0,2.699654,248.135142,1211.290945,7.344816,0.595381,15.143438
batch 41,25.0,4.694606,261.36985,692.039773,5.187884,0.444484,17.747685
batch 41,30.0,98.994756,134.82809,23.358611,4.798492,0.332894,19.496872
batch 41,35.0,18.263317,164.638989,174.736693,8.625492,0.417598,21.035079
batch 41,40.0,5.813353,211.071674,557.397392,9.067824,0.422834,22.981722
batch 41,45.0,4.435229,239.332552,734.140019,7.81043,0.340008,24.56682
batch 41,50.0,7.427048,251.568882,433.460286,5.997531,0.258134,25.599872
batch 41,55.0,69.976485,159.505187,39.099481,5.870839,0.198451,26.173396
batch 41,60.0,17.000702,184.78193,188.368329,8.488024,0.242487,26.664806
batch 41,65.0,6.921281,220.500295,467.957087,8.557428,0.241401,27.347837
batch 41,70.0,6.513093,241.44145,497.2794,7.272183,0.195949,27.837607
batch 41,75.0,19.942749,234.058167,152.246216,5.933179,0.15101,28.035
batch 41,80.0,38.522389,172.878875,81.154472,7.360973,0.141265,28.028994
batch 41,85.0,11.293231,207.759751,285.006489,8.498094,0.172983,28.150285
batch 41,90.0,7.611272,232.062844,424.834314,7.83161,0.15674,28.308983
batch 41,95.0,12.431236,238.855298,254.909079,6.568337,0.12576,28.307113
batch 42,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 42,5.0,25.43586,99.0241,119.155117,8.182149,0.647469,1.6003
batch 42,10.0,5.345548,174.638174,600.117438,9.779431,0.930661,6.581162
batch 42,15.0,3.019453,219.979412,1078.654834,9.113722,0.791677,11.551139
batch 42,20.0,2.8158,247.402362,1160.927285,7.332228,0.604928,15.324951
batch 42,25.0,5.020924,260.41093,646.242017,5.215753,0.451752,17.973283
batch 42,30.0,98.466011,130.926641,24.424272,4.989719,0.339307,19.753868
batch 42,35.0,17.793951,166.444603,179.293793,8.609601,0.422399,21.331183
batch 42,40.0,5.978554,211.670008,541.857834,8.96763,0.42172,23.275199
batch 42,45.0,4.715657,239.20224,689.985205,7.712628,0.338469,24.842758
batch 42,50.0,8.548893,249.745496,374.824389,5.965981,0.257074,25.859867
batch 42,55.0,66.745796,156.759381,42.549383,6.150604,0.200556,26.42391
batch 42,60.0,15.914209,188.072455,201.252929,8.485075,0.244063,26.933546
batch 42,65.0,7.139355,221.810144,453.437608,8.415605,0.237159,27.596111
batch 42,70.0,7.278731,240.935249,443.9052,7.137937,0.191779,28.052396
batch 42,75.0,26.364183,224.111498,112.015907,5.998466,0.148439,28.222837
batch 42,80.0,32.577269,178.207064,96.612783,7.568226,0.146023,28.21678
batch 42,85.0,10.989465,210.650554,292.854797,8.395242,0.170877,28.34267
batch 42,90.0,8.296316,232.52957,388.970964,7.650602,0.152159,28.472851
batch 42,95.0,15.798437,233.796922,197.964034,6.51544,0.122337,28.441553
batch 43,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 43,5.0,26.187731,97.539985,115.372835,8.109274,0.650708,1.604849
batch 43,10.0,5.548184,173.462648,577.763805,9.702308,0.942141,6.632354
batch 43,15.0,3.135995,219.075511,1038.168773,9.061545,0.803676,11.673021
batch 43,20.0,2.938722,246.646188,1111.960628,7.32023,0.614629,15.50768
batch 43,25.0,5.379782,259.389027,602.275934,5.245002,0.45915,18.200906
batch 43,30.0,96.852483,128.435403,25.714703,5.174929,0.346038,20.01373
batch 43,35.0,17.414339,168.127949,183.152025,8.58782,0.426867,21.629329
batch 43,40.0,6.162905,212.185004,525.486065,8.869115,0.420717,23.570237
batch 43,45.0,5.029293,238.96654,646.41938,7.62061,0.337119,25.121187
batch 43,50.0,9.936225,247.470309,320.546987,5.946753,0.256211,26.123412
batch 43,55.0,61.944088,156.751115,47.183574,6.407695,0.203499,26.680249
batch 43,60.0,15.116498,190.968672,211.887974,8.462739,0.24501,27.206206
batch 43,65.0,7.4221,222.83645,435.865972,8.277667,0.233258,27.847816
batch 43,70.0,8.214898,239.987577,392.118429,7.022968,0.188136,28.27328
batch 43,75.0,32.888181,213.106948,88.159248,6.11469,0.146643,28.420056
batch 43,80.0,28.196712,182.966261,112.019075,7.710303,0.150299,28.41849
batch 43,85.0,10.911181,212.941495,294.832463,8.280482,0.168696,28.544665
batch 43,90.0,9.167761,232.352611,351.070709,7.492499,0.14833,28.648643
batch 43,95.0,19.840267,227.186956,155.342797,6.5197,0.119924,28.592724
batch 44,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 44,5.0,26.944765,96.062265,111.766098,8.037661,0.653877,1.60929
batch 44,10.0,5.759508,172.269773,556.129244,9.626403,0.953655,6.683176
batch 44,15.0,3.258316,218.151195,998.791935,9.010165,0.815832,11.79519
batch 44,20.0,3.068928,245.865259,1064.37004,7.308816,0.624492,15.691652
batch 44,25.0,5.775188,258.297567,560.142039,5.275678,0.466684,18.430612
batch 44,30.0,94.422909,127.120335,27.199848,5.352023,0.353094,20.27658
batch 44,35.0,17.114468,169.693315,186.30973,8.560801,0.431057,21.929626
batch 44,40.0,6.367704,212.613142,508.396443,8.772522,0.419854,23.867196
batch 44,45.0,5.380485,238.616205,603.649123,7.534593,0.335983,25.402612
batch 44,50.0,11.652518,244.647622,271.214892,5.940726,0.25557,26.391133
batch 44,55.0,56.593922,158.444041,52.738821,6.635014,0.207129,26.943281
batch 44,60.0,14.548384,193.498546,220.156309,8.424855,0.245508,27.483427
batch 44,65.0,7.772848,223.573015,415.829373,8.145418,0.229756,28.104278
batch 44,70.0,9.352282,238.546237,343.11011,6.928598,0.185049,28.501765
batch 44,75.0,37.695297,203.309598,76.803543,6.269712,0.145761,28.628472
batch 44,80.0,25.050764,187.045093,126.337028,7.798721,0.153969,28.634689
batch 44,85.0,11.02132,214.661225,291.66862,8.160986,0.166667,28.758158
batch 44,90.0,10.239079,231.5176,313.298464,7.360334,0.145297,28.838864
batch 44,95.0,23.891456,219.84388,127.505425,6.574675,0.118606,28.763321
batch 45,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 45,5.0,19.85056,110.561494,155.997633,8.816334,0.620936,1.563267
batch 45,10.0,4.008478,183.216959,805.193602,10.448993,0.844253,6.181877
batch 45,15.0,2.26325,226.412978,1444.003158,9.571204,0.704437,10.631284
batch 45,20.0,2.042192,252.611994,1605.686882,7.461915,0.535221,13.966836
batch 45,25.0,3.064184,266.693506,1067.427964,5.038561,0.398894,16.294963
batch 45,30.0,50.818068,215.210912,39.775625,3.599009,0.296291,17.851385
batch 45,35.0,25.895233,146.988949,124.016492,8.502476,0.372096,19.104352
batch 45,40.0,5.128204,204.380607,632.710564,9.805233,0.434874,21.049882
batch 45,45.0,3.126164,237.653668,1045.508575,8.659018,0.3578,22.791119
batch 45,50.0,3.502594,256.885108,932.95238,6.522599,0.27196,23.971093
batch 45,55.0,13.743652,253.840294,224.289298,4.632274,0.203227,24.656859
batch 45,60.0,47.870224,142.837922,66.767009,7.507927,0.200414,25.026697
batch 45,65.0,7.276633,202.908032,445.122752,9.476922,0.276141,25.766471
batch 45,70.0,3.960386,235.504914,823.961772,8.637233,0.241024,26.559336
batch 45,75.0,4.384725,254.101987,743.463491,6.688089,0.186349,27.035229
batch 45,80.0,20.738812,242.351326,142.326978,5.018363,0.140372,27.195227
batch 45,85.0,36.065963,161.73481,88.990227,7.849749,0.152945,27.181192
batch 45,90.0,7.159696,211.02878,452.95752,9.264314,0.203894,27.486694
batch 45,95.0,4.425788,239.488676,736.828211,8.235143,0.176992,27.817345
batch 46,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 46,5.0,20.533446,109.059,150.489679,8.732023,0.624745,1.568765
batch 46,10.0,4.154573,182.16094,776.442593,10.36077,0.855442,6.235876
batch 46,15.0,2.34417,225.642011,1393.77488,9.511712,0.715378,10.751319
batch 46,20.0,2.122218,252.009444,1544.776782,7.444894,0.543873,14.141354
batch 46,25.0,3.241308,266.041211,1008.485665,5.058005,0.405426,16.508947
batch 46,30.0,62.988362,199.407461,29.953845,3.727099,0.301256,18.092594
batch 46,35.0,24.179658,150.000543,132.626937,8.552312,0.380888,19.388472
batch 46,40.0,5.182841,205.496948,626.07949,9.701274,0.433929,21.342824
batch 46,45.0,3.258614,238.080626,1002.763776,8.526454,0.3555,23.063886
batch 46,50.0,3.811451,256.626594,856.54121,6.423655,0.270072,24.223214
batch 46,55.0,19.349798,246.211426,152.741789,4.667332,0.201927,24.89204
batch 46,60.0,38.934627,151.416748,82.406367,7.796052,0.210602,25.273088
batch 46,65.0,6.998869,206.183538,463.027184,9.378361,0.272445,26.025166
batch 46,70.0,4.126643,237.110962,790.547441,8.41877,0.233904,26.773844
batch 46,75.0,5.01236,254.03566,649.029867,6.492622,0.180355,27.203989
batch 46,80.0,36.460701,221.211934,73.121356,5.123011,0.136199,27.328538
batch 46,85.0,26.73562,172.233496,120.198825,8.204432,0.163013,27.329245
batch 46,90.0,6.737166,215.772997,481.70037,9.109586,0.197867,27.639258
batch 46,95.0,4.725491,241.738609,689.610371,7.918658,0.167723,27.915367
batch 47,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 47,5.0,21.228652,107.554304,145.235656,8.64928,0.628479,1.574132
batch 47,10.0,4.306815,181.090681,748.560213,10.274066,0.86668,6.289563
batch 47,15.0,2.428751,224.856255,1344.852957,9.453216,0.72645,10.871652
batch 47,20.0,2.206429,251.390791,1485.451891,7.42853,0.55265,14.316936
batch 47,25.0,3.433288,265.356087,951.458166,5.078544,0.412057,16.724626
batch 47,30.0,74.299702,183.888588,25.118132,3.874012,0.306343,18.335999
batch 47,35.0,22.745646,152.780137,140.831917,8.589746,0.388969,19.674709
batch 47,40.0,5.251596,206.545956,617.897348,9.596932,0.432849,21.635353
batch 47,45.0,3.405339,238.443685,959.277467,8.398216,0.35324,23.336123
batch 47,50.0,4.172404,256.247375,781.544623,6.332656,0.268246,24.475147
batch 47,55.0,28.385287,234.149228,97.019534,4.740194,0.200735,25.127451
batch 47,60.0,32.190758,158.913619,99.70275,8.023885,0.219703,25.523563
batch 47,65.0,6.811885,209.176994,475.926117,9.264682,0.268191,26.27976
batch 47,70.0,4.338685,238.485482,751.590663,8.205985,0.227067,26.984269
batch 47,75.0,5.850329,253.507331,554.425183,6.319936,0.174724,27.370827
batch 47,80.0,55.534417,192.945447,45.943212,5.380519,0.132794,27.462432
batch 47,85.0,20.840718,180.808253,154.19883,8.440109,0.170428,27.485178
batch 47,90.0,6.508102,219.899048,498.86147,8.92345,0.191164,27.786492
batch 47,95.0,5.164827,243.413785,630.205882,7.616809,0.159112,28.009311
batch 48,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 48,5.0,21.935422,106.048416,140.224604,8.56806,0.632139,1.579371
batch 48,10.0,4.465492,180.005779,721.525546,10.188839,0.877965,6.342931
batch 48,15.0,2.517208,224.055094,1297.208834,9.395687,0.737656,10.992285
batch 48,20.0,2.295116,250.755172,1427.680885,7.412812,0.561554,14.493603
batch 48,25.0,3.641786,264.63515,896.324873,5.100211,0.418793,16.942044
batch 48,30.0,83.652289,169.90174,22.948372,4.038416,0.311576,18.581675
batch 48,35.0,21.544743,155.357147,148.554242,8.615961,0.396384,19.962965
batch 48,40.0,5.334751,207.526307,608.255953,9.492544,0.431669,21.927677
batch 48,45.0,3.568032,238.739077,915.22313,8.274487,0.35104,23.608191
batch 48,50.0,4.597604,255.726989,708.268672,6.249988,0.266497,24.727344
batch 48,55.0,41.280052,216.780536,61.360381,4.862992,0.199711,25.363656
batch 48,60.0,27.199669,165.379938,117.925891,8.1982,0.227417,25.777718
batch 48,65.0,6.703018,211.894557,483.786566,9.139307,0.263575,26.53096
batch 48,70.0,4.604058,239.615991,707.84185,8.000998,0.220562,27.191931
batch 48,75.0,6.997306,252.366847,461.526755,6.173272,0.169481,27.537213
batch 48,80.0,65.113733,172.003515,41.281465,5.778671,0.130782,27.59906
batch 48,85.0,17.094079,187.91569,188.069209,8.578096,0.175083,27.647436
batch 48,90.0,6.437506,223.42968,504.390888,8.716929,0.18422,27.930243
batch 48,95.0,5.787684,244.449756,561.354241,7.337411,0.15123,28.102211
batch 49,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 49,5.0,22.652944,104.542385,135.445893,8.488322,0.635726,1.584484
batch 49,10.0,4.630906,178.905825,695.318432,10.105047,0.889296,6.395971
batch 49,15.0,2.609765,223.237883,1250.815223,9.339101,0.748999,11.113215
batch 49,20.0,2.388591,250.101666,1371.434053,7.397732,0.570591,14.671377
batch 49,25.0,3.868682,263.875067,843.067971,5.123045,0.425635,17.161247
batch 49,30.0,90.667293,158.00375,22.1352,4.217043,0.316986,18.829705
batch 49,35.0,20.538337,157.754656,155.730325,8.632038,0.40318,20.253171
batch 49,40.0,5.432738,208.436346,597.250414,9.388429,0.430427,22.220029
batch 49,45.0,3.748651,238.962435,870.778229,8.15546,0.348922,23.880477
batch 49,50.0,5.102736,255.039589,637.045965,6.176105,0.264841,24.980287
batch 49,55.0,55.122719,196.84058,44.209637,5.04505,0.198958,25.601286
batch 49,60.0,23.518632,170.97636,136.309181,8.325766,0.233666,26.035186
batch 49,65.0,6.663929,214.33959,486.690668,9.005356,0.258769,26.779634
batch 49,70.0,4.93268,240.485754,660.144426,7.805877,0.214433,27.398212
batch 49,75.0,8.6107,250.380998,372.56289,6.056563,0.164652,27.704662
batch 49,80.0,63.646242,162.982985,44.977014,6.235137,0.130862,27.741091
batch 49,85.0,14.666659,193.911497,219.338668,8.638264,0.177357,27.81501
batch 49,90.0,6.507908,226.376765,498.833396,8.49977,0.177359,28.072738
batch 49,95.0,6.662082,244.743358,486.323407,7.087991,0.144126,28.197116
batch 50,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 50,5.0,23.380353,103.037299,130.889218,8.410026,0.639241,1.589474
batch 50,10.0,4.803367,177.790407,669.919418,10.022652,0.90067,6.448678
batch 50,15.0,2.706666,222.403949,1205.646042,9.28343,0.760482,11.234442
batch 50,20.0,2.487194,249.429286,1316.68325,7.38328,0.579765,14.850281
batch 50,25.0,4.11611,263.072111,791.672474,5.147084,0.43259,17.382281
batch 50,30.0,95.4065,148.302149,22.075605,4.405474,0.322605,19.080181
batch 50,35.0,19.695687,159.990603,162.309121,8.638966,0.409411,20.54529
batch 50,40.0,5.546134,209.274096,584.979102,9.284889,0.429157,22.512671
batch 50,45.0,3.949446,239.108733,826.124697,8.041335,0.346905,24.15339
batch 50,50.0,5.708163,254.152366,568.240527,6.111534,0.263297,25.234485
batch 50,55.0,65.343373,179.366051,38.09622,5.282953,0.198639,25.841058
batch 50,60.0,20.791728,175.861271,154.146893,8.413005,0.238515,26.295725
batch 50,65.0,6.689507,216.513179,484.8278,8.865694,0.253915,27.026781
batch 50,70.0,5.337382,241.072929,609.431408,7.622635,0.208718,27.604537
batch 50,75.0,10.938933,247.189732,290.228107,5.974657,0.160271,27.874727
batch 50,80.0,56.291274,162.488839,53.225738,6.669934,0.133209,27.891394
batch 50,85.0,13.076738,199.009582,246.166133,8.63807,0.17779,27.987619
batch 50,90.0,6.713967,228.742852,483.256678,8.280622,0.170818,28.216448
batch 50,95.0,7.890801,244.136973,408.879891,6.875848,0.137838,28.297057
batch 51,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 51,5.0,24.116743,101.534269,126.544596,8.333133,0.642683,1.594344
batch 51,10.0,4.983198,176.659112,645.309721,9.941614,0.912087,6.501042
batch 51,15.0,2.808168,221.552586,1161.676374,9.22865,0.772108,11.355964
batch 51,20.0,2.591293,248.736984,1263.401851,7.369448,0.58908,15.030338
batch 51,25.0,4.386491,262.222111,742.126297,5.172368,0.439661,17.605196
batch 51,30.0,98.116719,140.693784,22.497393,4.599008,0.328467,19.333203
batch 51,35.0,18.992281,162.078819,168.251084,8.637653,0.415132,20.839314
batch 51,40.0,5.675663,210.037255,571.543631,9.18221,0.427896,22.805883
batch 51,45.0,4.173003,239.172224,781.449309,7.932316,0.345013,24.427363
batch 51,50.0,6.440358,253.023579,502.253255,6.056881,0.261883,25.490472
batch 51,55.0,70.157408,167.004105,37.109934,5.558291,0.198953,26.083797
batch 51,60.0,18.759705,180.157293,170.838918,8.465839,0.242115,26.559268
batch 51,65.0,6.777128,218.414461,478.486464,8.72296,0.249137,27.273505
batch 51,70.0,5.834538,241.349619,556.719684,7.453223,0.203448,27.812369
batch 51,75.0,14.34247,242.273235,217.77498,5.933431,0.156381,28.049003
batch 51,80.0,47.504786,166.348426,64.816166,7.040155,0.137258,28.052437
batch 51,85.0,12.046004,203.335442,267.357964,8.592495,0.176929,28.165672
batch 51,90.0,7.059463,230.521834,459.170383,8.067119,0.164767,28.363984
batch 51,95.0,9.621364,242.403646,333.233171,6.708038,0.1324,28.405023
batch 52,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 52,5.0,24.861169,100.034429,122.402369,8.257607,0.646053,1.599097
batch 52,10.0,5.170736,175.511527,621.471182,9.861898,0.923545,6.553055
batch 52,15.0,2.914548,220.683058,1118.88241,9.174737,0.783882,11.477781
batch 52,20.0,2.701287,248.023636,1211.564706,7.356225,0.598541,15.211572
batch 52,25.0,4.682571,261.320394,694.420327,5.198941,0.446853,17.830045
batch 52,30.0,99.104917,134.985418,23.266328,4.793288,0.334605,19.588879
batch 52,35.0,18.408513,164.029885,173.527191,8.62893,0.420398,21.135267
batch 52,40.0,5.822191,210.723203,557.048825,9.080666,0.426677,23.099974
batch 52,45.0,4.422287,239.146372,736.943908,7.828617,0.343266,24.70285
batch 52,50.0,7.333618,251.600228,439.527612,6.012837,0.260619,25.748809
batch 52,55.0,70.334193,159.754765,38.732153,5.846866,0.200077,26.330421
batch 52,60.0,17.240869,183.951433,185.905768,8.489649,0.244654,26.825941
batch 52,65.0,6.926158,220.040864,468.045397,8.57959,0.244537,27.521001
batch 52,70.0,6.444667,241.280989,503.100895,7.299514,0.198654,28.023196
batch 52,75.0,19.202272,235.048542,158.836485,5.939355,0.153043,28.229131
batch 52,80.0,39.641041,171.7025,78.814259,7.332285,0.142101,28.225917
batch 52,85.0,11.410126,206.96614,282.321796,8.514255,0.175251,28.350151
batch 52,90.0,7.555324,231.699666,428.43272,7.865891,0.159327,28.518019
batch 52,95.0,12.037918,239.255727,263.885836,6.591088,0.127851,28.52395
batch 53,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 53,5.0,25.612657,98.538923,118.453195,8.18341,0.649353,1.603736
batch 53,10.0,5.366326,174.347238,598.38623,9.783467,0.935042,6.604711
batch 53,15.0,3.026098,219.794594,1077.24141,9.121667,0.795805,11.599889
batch 53,20.0,2.817608,247.288043,1161.148106,7.343604,0.608153,15.394009
batch 53,25.0,5.007467,260.361726,648.548512,5.226847,0.454172,18.056881
batch 53,30.0,98.685958,130.946934,24.308012,4.984633,0.341045,19.847325
batch 53,35.0,17.928651,165.851821,178.11806,8.613566,0.425267,21.433202
batch 53,40.0,5.98673,211.329,541.602664,8.980521,0.425533,23.39527
batch 53,45.0,4.700681,239.023793,692.805448,7.730453,0.341686,24.980327
batch 53,50.0,8.431755,249.815723,380.554539,5.980176,0.259527,26.010081
batch 53,55.0,67.381984,156.589142,42.005798,6.127916,0.202096,26.581896
batch 53,60.0,16.109057,187.303752,198.990212,8.489283,0.246334,27.096054
batch 53,65.0,7.137577,221.388313,453.963398,8.437818,0.240201,27.770528
batch 53,70.0,7.192769,240.824812,449.727138,7.163269,0.194365,28.238526
batch 53,75.0,25.489839,225.370975,116.367012,5.997508,0.150348,28.41681
batch 53,80.0,33.445742,177.091719,94.109896,7.548646,0.146954,28.412845
batch 53,85.0,11.06951,209.952564,290.989544,8.414072,0.173151,28.54247
batch 53,90.0,8.217612,232.256145,393.14184,7.682532,0.154583,28.681226
batch 53,95.0,15.285025,234.441436,205.214008,6.530032,0.124245,28.656715
batch 54,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 54,5.0,26.370211,97.048897,114.688056,8.11051,0.652583,1.608262
batch 54,10.0,5.570326,173.165835,576.03784,9.706287,0.946576,6.656
batch 54,15.0,3.143134,218.886387,1036.731658,9.069416,0.807883,11.722287
batch 54,20.0,2.940727,246.528922,1112.129743,7.331574,0.617922,15.577673
batch 54,25.0,5.364702,259.340251,604.50794,5.256133,0.461621,18.285762
batch 54,30.0,97.15884,128.338052,25.576673,5.170147,0.347803,20.108662
batch 54,35.0,17.540023,167.55062,182.013152,8.592266,0.429795,21.733201
batch 54,40.0,6.170435,211.851401,525.316185,8.882027,0.424497,23.692121
batch 54,45.0,5.012027,238.796196,649.235787,7.638045,0.340298,25.260285
batch 54,50.0,9.788966,247.588535,325.874068,5.959741,0.258631,26.274898
batch 54,55.0,62.71101,156.300471,46.495435,6.387468,0.204972,26.839182
batch 54,60.0,15.276281,190.255747,209.852737,8.469087,0.247355,27.370093
batch 54,65.0,7.413661,222.451485,436.767402,8.299683,0.236203,28.023397
batch 54,70.0,8.10785,239.932209,397.788589,7.046094,0.190608,28.459883
batch 54,75.0,32.11076,214.372707,90.512853,6.107218,0.148421,28.613812
batch 54,80.0,28.854028,181.950861,109.510964,7.698484,0.151358,28.613865
batch 54,85.0,10.962271,212.331412,293.72387,8.300897,0.170941,28.744345
