batch,time,x,y
Test_1,13.4,0.6778,-0.7763
Test_1,13.5,0.5971,-0.8353
Test_1,13.6,0.5111,-0.8848
Test_1,13.7,0.4205,-0.9243
Test_1,13.8,0.3265,-0.9536
Test_1,13.9,0.2301,-0.9726
Test_1,14,0.1324,-0.9813
Test_1,14.1,0.0342,-0.9799
Test_1,14.2,-0.0633,-0.9687
Test_1,14.3,-0.1592,-0.9481
Test_1,14.4,-0.2526,-0.9185
Test_1,14.5,-0.3426,-0.8805
Test_1,14.6,-0.4284,-0.8346
Test_1,14.7,-0.5093,-0.7814
Test_1,14.8,-0.5845,-0.7214
Test_1,14.9,-0.6534,-0.6552
Test_1,15,-0.7153,-0.5834
Test_1,15.1,-0.7699,-0.5066
Test_1,15.2,-0.8165,-0.4255
Test_1,15.3,-0.8549,-0.3407
Test_1,15.4,-0.8846,-0.2529
Test_1,15.5,-0.9054,-0.163
Test_1,15.6,-0.9171,-0.0716
Test_1,15.7,-0.9197,0.0204
Test_1,15.8,-0.913,0.112
Test_1,15.9,-0.8973,0.2023
Test_1,16,-0.8727,0.2904
Test_1,16.1,-0.8394,0.3751
Test_1,16.2,-0.7978,0.4557
Test_1,16.3,-0.7484,0.5311
Test_1,16.4,-0.6918,0.6004
Test_1,16.5,-0.6285,0.6629
Test_1,16.6,-0.5594,0.7179
Test_1,16.7,-0.4852,0.7648
Test_1,16.8,-0.4068,0.8031
Test_1,16.9,-0.3249,0.8326
Test_1,17,-0.2405,0.8532
Test_1,17.1,-0.1546,0.8647
Test_1,17.2,-0.0679,0.8672
Test_1,17.3,0.0186,0.8611
Test_1,17.4,0.104,0.8464
Test_1,17.5,0.1876,0.8236
Test_1,17.6,0.2685,0.7931
Test_1,17.7,0.346,0.7554
Test_1,17.8,0.4194,0.7108
Test_1,17.9,0.4879,0.66
Test_1,18,0.5512,0.6033
Test_1,18.1,0.6084,0.5415
Test_1,18.2,0.6593,0.475
Test_1,18.3,0.7033,0.4045
Test_1,18.4,0.7401,0.3305
Test_1,18.5,0.7693,0.2537
Test_1,18.6,0.7908,0.1748
Test_1,18.7,0.8042,0.0945
Test_1,18.8,0.8096,0.0135
Test_1,18.9,0.8069,-0.0673
Test_1,19,0.7962,-0.1471
Test_1,19.1,0.7776,-0.2252
Test_1,19.2,0.7513,-0.3006
Test_1,19.3,0.7176,-0.3725
Test_1,19.4,0.6769,-0.4402
Test_1,19.5,0.6297,-0.5029
Test_1,19.6,0.5765,-0.5599
Test_1,19.7,0.5179,-0.6105
Test_1,19.8,0.4546,-0.6544
Test_1,19.9,0.3873,-0.6909
Test_1,20,0.3167,-0.72
Test_1,20.1,0.2436,-0.7413
Test_1,20.2,0.1687,-0.7547
Test_1,20.3,0.0929,-0.7604
Test_1,20.4,0.0169,-0.7583
Test_1,20.5,-0.0585,-0.7487
Test_1,20.6,-0.1326,-0.7318
Test_1,20.7,-0.2046,-0.7079
Test_1,20.8,-0.274,-0.6774
Test_1,20.9,-0.3399,-0.6407
Test_1,21,-0.4019,-0.5982
Test_1,21.1,-0.4594,-0.5504
Test_1,21.2,-0.5118,-0.4978
Test_1,21.3,-0.5588,-0.4409
Test_1,21.4,-0.5999,-0.3802
Test_1,21.5,-0.6347,-0.3162
Test_1,21.6,-0.6631,-0.2497
Test_1,21.7,-0.6846,-0.181
Test_1,21.8,-0.6992,-0.111
Test_1,21.9,-0.7068,-0.0403
Test_1,22,-0.7073,0.0305
Test_1,22.1,-0.7007,0.1006
Test_1,22.2,-0.6872,0.1694
Test_1,22.3,-0.6669,0.236
Test_1,22.4,-0.6401,0.2999
Test_1,22.5,-0.607,0.3603
Test_1,22.6,-0.5682,0.4165
Test_1,22.7,-0.5239,0.4681
Test_1,22.8,-0.4747,0.5144
Test_1,22.9,-0.4212,0.5549
Test_1,23,-0.3639,0.5894
Test_1,23.1,-0.3035,0.6174
Test_1,23.2,-0.2407,0.6388
Test_1,23.3,-0.176,0.6535
Test_1,23.4,-0.1102,0.6613
Test_1,23.5,-0.044,0.6625
Test_1,23.6,0.0221,0.657
Test_1,23.7,0.0872,0.645
Test_1,23.8,0.1509,0.6268
Test_1,23.9,0.2124,0.6027
Test_1,24,0.2712,0.5729
Test_1,24.1,0.3268,0.538
Test_1,24.2,0.3786,0.4981
Test_1,24.3,0.4263,0.4538
Test_1,24.4,0.4693,0.4056
Test_1,24.5,0.5073,0.3538
Test_1,24.6,0.5399,0.299
Test_1,24.7,0.567,0.2418
Test_1,24.8,0.5882,0.1826
Test_1,24.9,0.6034,0.1219
Test_1,25,0.6126,0.0605
Test_1,25.1,0.6155,-0.0011
Test_1,25.2,0.6124,-0.0624
Test_1,25.3,0.6031,-0.1226
Test_1,25.4,0.5879,-0.1812
Test_1,25.5,0.5669,-0.2376
Test_1,25.6,0.5405,-0.2912
Test_1,25.7,0.5088,-0.3414
Test_1,25.8,0.4723,-0.3877
Test_1,25.9,0.4314,-0.4297
Test_1,26,0.3865,-0.4669
Test_1,26.1,0.3382,-0.499
Test_1,26.2,0.2869,-0.5256
Test_1,26.3,0.2333,-0.5466
Test_1,26.4,0.1778,-0.5619
Test_1,26.5,0.1211,-0.5713
Test_1,26.6,0.0637,-0.5749
Test_1,26.7,0.0063,-0.5726
Test_1,26.8,-0.0506,-0.5647
Test_1,26.9,-0.1065,-0.5513
Test_1,27,-0.1607,-0.5326
Test_1,27.1,-0.2128,-0.5089
Test_1,27.2,-0.2623,-0.4804
Test_1,27.3,-0.3088,-0.4476
Test_1,27.4,-0.3517,-0.4107
Test_1,27.5,-0.3908,-0.3702
Test_1,27.6,-0.4256,-0.3264
Test_1,27.7,-0.456,-0.2798
Test_1,27.8,-0.4815,-0.2309
Test_1,27.9,-0.5021,-0.1802
Test_1,28,-0.5175,-0.128
Test_1,28.1,-0.5277,-0.075
Test_1,28.2,-0.5325,-0.0216
Test_1,28.3,-0.532,0.0317
Test_1,28.4,-0.5262,0.0842
Test_1,28.5,-0.5152,0.1355
Test_1,28.6,-0.4991,0.1851
Test_1,28.7,-0.4782,0.2324
Test_1,28.8,-0.4527,0.277
Test_1,28.9,-0.4229,0.3184
Test_1,29,-0.3892,0.3562
Test_1,29.1,-0.3518,0.3901
Test_1,29.2,-0.3113,0.4196
Test_1,29.3,-0.268,0.4447
Test_1,29.4,-0.2225,0.4649
Test_1,29.5,-0.1752,0.4803
Test_1,29.6,-0.1266,0.4907
Test_1,29.7,-0.0773,0.496
Test_1,29.8,-0.0276,0.4963
Test_1,29.9,0.0218,0.4916
Test_1,30,0.0706,0.4821
Test_1,30.1,0.1181,0.468
Test_1,30.2,0.164,0.4493
Test_1,30.3,0.2078,0.4265
Test_1,30.4,0.2492,0.3997
Test_1,30.5,0.2876,0.3693
Test_1,30.6,0.3229,0.3355
Test_1,30.7,0.3546,0.2988
Test_1,30.8,0.3826,0.2595
Test_1,30.9,0.4065,0.218
Test_1,31,0.4261,0.1747
Test_1,31.1,0.4414,0.1301
Test_1,31.2,0.4521,0.0845
Test_1,31.3,0.4583,0.0384
Test_1,31.4,0.4598,-0.0076
Test_1,31.5,0.4567,-0.0532
Test_1,31.6,0.4492,-0.098
Test_1,31.7,0.4372,-0.1414
Test_1,31.8,0.421,-0.183
Test_1,31.9,0.4007,-0.2224
Test_1,32,0.3766,-0.2593
Test_1,32.1,0.3489,-0.2932
Test_1,32.2,0.318,-0.3238
Test_1,32.3,0.2843,-0.3509
Test_1,32.4,0.248,-0.3741
Test_1,32.5,0.2096,-0.3934
Test_1,32.6,0.1695,-0.4085
Test_1,32.7,0.128,-0.4193
Test_1,32.8,0.0857,-0.4258
Test_1,32.9,0.043,-0.428
Test_1,33,0.0003,-0.4259
Test_1,33.1,-0.042,-0.4196
Test_1,33.2,-0.0835,-0.4092
Test_1,33.3,-0.1237,-0.3948
Test_1,33.4,-0.1623,-0.3767
Test_1,33.5,-0.199,-0.3551
Test_1,33.6,-0.2332,-0.3302
Test_1,33.7,-0.2649,-0.3023
Test_1,33.8,-0.2936,-0.2717
Test_1,33.9,-0.3191,-0.2387
Test_1,34,-0.3413,-0.2037
Test_1,34.1,-0.3598,-0.167
Test_1,34.2,-0.3746,-0.1289
Test_1,34.3,-0.3856,-0.09
Test_1,34.4,-0.3926,-0.0504
Test_1,34.5,-0.3957,-0.0107
Test_1,34.6,-0.3948,0.0288
Test_1,34.7,-0.3899,0.0676
Test_1,34.8,-0.3813,0.1055
Test_1,34.9,-0.3689,0.1419
Test_1,35,-0.3529,0.1767
Test_1,35.1,-0.3336,0.2093
Test_1,35.2,-0.3111,0.2396
Test_1,35.3,-0.2858,0.2671
Test_1,35.4,-0.2578,0.2918
Test_1,35.5,-0.2275,0.3132
Test_1,35.6,-0.1953,0.3313
Test_1,35.7,-0.1614,0.3458
Test_1,35.8,-0.1262,0.3568
Test_1,35.9,-0.0902,0.364
Test_1,36,-0.0536,0.3676
Test_1,36.1,-0.0168,0.3674
Test_1,36.2,0.0198,0.3636
Test_1,36.3,0.0558,0.3562
Test_1,36.4,0.0909,0.3454
Test_1,36.5,0.1248,0.3313
Test_1,36.6,0.1571,0.314
Test_1,36.7,0.1875,0.2938
Test_1,36.8,0.2158,0.2709
Test_1,36.9,0.2416,0.2456
Test_1,37,0.2648,0.218
Test_1,37.1,0.2851,0.1886
Test_1,37.2,0.3025,0.1577
Test_1,37.3,0.3166,0.1254
Test_1,37.4,0.3275,0.0922
Test_1,37.5,0.335,0.0584
Test_1,37.6,0.3392,0.0242
Test_1,37.7,0.3399,-0.0098
Test_1,37.8,0.3372,-0.0434
Test_1,37.9,0.3312,-0.0764
Test_1,38,0.322,-0.1082
Test_1,38.1,0.3096,-0.1387
Test_1,38.2,0.2943,-0.1675
Test_1,38.3,0.2762,-0.1944
Test_1,38.4,0.2555,-0.2191
Test_1,38.5,0.2324,-0.2414
Test_1,38.6,0.2073,-0.261
Test_1,38.7,0.1803,-0.2778
Test_1,38.8,0.1519,-0.2916
Test_1,38.9,0.1221,-0.3024
Test_1,39,0.0915,-0.3101
Test_1,39.1,0.0602,-0.3145
Test_1,39.2,0.0287,-0.3158
Test_1,39.3,-0.0028,-0.314
Test_1,39.4,-0.034,-0.309
Test_1,39.5,-0.0646,-0.301
Test_1,39.6,-0.0941,-0.2902
Test_1,39.7,-0.1225,-0.2765
Test_1,39.8,-0.1494,-0.2603
Test_1,39.9,-0.1745,-0.2416
Test_1,40,-0.1976,-0.2208
Test_1,40.1,-0.2186,-0.1979
Test_1,40.2,-0.2371,-0.1734
Test_1,40.3,-0.2532,-0.1473
Test_1,40.4,-0.2666,-0.1201
Test_1,40.5,-0.2772,-0.0919
Test_1,40.6,-0.2849,-0.063
Test_1,40.7,-0.2898,-0.0338
Test_1,40.8,-0.2917,-0.0046
Test_1,40.9,-0.2907,0.0245
Test_1,41,-0.2868,0.053
Test_1,41.1,-0.2801,0.0808
Test_1,41.2,-0.2707,0.1075
Test_1,41.3,-0.2586,0.1328
Test_1,41.4,-0.2442,0.1566
Test_1,41.5,-0.2274,0.1787
Test_1,41.6,-0.2085,0.1987
Test_1,41.7,-0.1877,0.2165
Test_1,41.8,-0.1653,0.232
Test_1,41.9,-0.1414,0.245
Test_1,42,-0.1164,0.2554
Test_1,42.1,-0.0904,0.2632
Test_1,42.2,-0.0638,0.2683
Test_1,42.3,-0.0368,0.2706
Test_1,42.4,-0.0098,0.2702
Test_1,42.5,0.0171,0.2672
Test_1,42.6,0.0436,0.2615
Test_1,42.7,0.0693,0.2533
Test_1,42.8,0.0942,0.2426
Test_1,42.9,0.1178,0.2297
Test_1,43,0.14,0.2146
Test_1,43.1,0.1606,0.1975
Test_1,43.2,0.1795,0.1787
Test_1,43.3,0.1963,0.1583
Test_1,43.4,0.2111,0.1365
Test_1,43.5,0.2236,0.1135
Test_1,43.6,0.2337,0.0897
Test_1,43.7,0.2415,0.0651
Test_1,43.8,0.2468,0.0402
Test_1,43.9,0.2495,0.0151
Test_1,44,0.2498,-0.0099
Test_1,44.1,0.2476,-0.0346
Test_1,44.2,0.2429,-0.0587
Test_1,44.3,0.2359,-0.082
Test_1,44.4,0.2265,-0.1042
Test_1,44.5,0.2151,-0.1252
Test_1,44.6,0.2015,-0.1448
Test_1,44.7,0.1862,-0.1627
Test_1,44.8,0.1691,-0.1788
Test_1,44.9,0.1505,-0.193
Test_1,45,0.1305,-0.2051
Test_1,45.1,0.1095,-0.215
Test_1,45.2,0.0876,-0.2227
Test_1,45.3,0.065,-0.2281
Test_1,45.4,0.0421,-0.2312
Test_1,45.5,0.0189,-0.2319
Test_1,45.6,-0.0043,-0.2303
Test_1,45.7,-0.0271,-0.2265
Test_1,45.8,-0.0495,-0.2204
Test_1,45.9,-0.0711,-0.2122
Test_1,46,-0.0919,-0.202
Test_1,46.1,-0.1115,-0.1899
Test_1,46.2,-0.1298,-0.176
Test_1,46.3,-0.1466,-0.1605
Test_1,46.4,-0.1618,-0.1436
Test_1,46.5,-0.1753,-0.1254
Test_1,46.6,-0.1869,-0.1062
Test_1,46.7,-0.1965,-0.0861
Test_1,46.8,-0.2041,-0.0653
Test_1,46.9,-0.2095,-0.0441
Test_1,47,-0.2129,-0.0226
Test_1,47.1,-0.2141,-0.0011
Test_1,47.2,-0.2131,0.0201
Test_1,47.3,-0.21,0.041
Test_1,47.4,-0.2049,0.0613
Test_1,47.5,-0.1978,0.0808
Test_1,47.6,-0.1888,0.0993
Test_1,47.7,-0.178,0.1166
Test_1,47.8,-0.1655,0.1325
Test_1,47.9,-0.1515,0.147
Test_1,48,-0.1362,0.1599
Test_1,48.1,-0.1196,0.1711
Test_1,48.2,-0.102,0.1805
Test_1,48.3,-0.0836,0.1879
Test_1,48.4,-0.0645,0.1934
Test_1,48.5,-0.045,0.197
Test_1,48.6,-0.0252,0.1985
Test_1,48.7,-0.0053,0.198
Test_1,48.8,0.0144,0.1956
Test_1,48.9,0.0337,0.1913
Test_1,49,0.0526,0.1851
Test_1,49.1,0.0707,0.1771
Test_1,49.2,0.0879,0.1674
Test_1,49.3,0.1041,0.1562
Test_1,49.4,0.1191,0.1436
Test_1,49.5,0.1328,0.1296
Test_1,49.6,0.145,0.1145
Test_1,49.7,0.1557,0.0984
Test_1,49.8,0.1647,0.0815
Test_1,49.9,0.1719,0.064
Test_2,0,1.5,0
Test_2,0.1,1.4925,-0.1498
Test_2,0.2,1.4701,-0.298
Test_2,0.3,1.433,-0.4433
Test_2,0.4,1.3816,-0.5841
Test_2,0.5,1.3164,-0.7191
Test_2,0.6,1.238,-0.847
Test_2,0.7,1.1473,-0.9663
Test_2,0.8,1.0451,-1.076
Test_2,0.9,0.9324,-1.175
Test_2,1,0.8105,-1.2622
Test_2,1.1,0.6804,-1.3368
Test_2,1.2,0.5435,-1.3981
Test_2,1.3,0.4012,-1.4453
Test_2,1.4,0.255,-1.4782
Test_2,1.5,0.1061,-1.4962
Test_2,1.6,-0.0438,-1.4994
Test_2,1.7,-0.1933,-1.4875
Test_2,1.8,-0.3408,-1.4608
Test_2,1.9,-0.4849,-1.4195
Test_2,2,-0.6242,-1.3639
Test_2,2.1,-0.7573,-1.2948
Test_2,2.2,-0.8828,-1.2127
Test_2,2.3,-0.9994,-1.1186
Test_2,2.4,-1.1061,-1.0132
Test_2,2.5,-1.2017,-0.8977
Test_2,2.6,-1.2853,-0.7733
Test_2,2.7,-1.3561,-0.6411
Test_2,2.8,-1.4133,-0.5025
Test_2,2.9,-1.4564,-0.3589
Test_2,3,-1.485,-0.2117
Test_2,3.1,-1.4987,-0.0624
Test_2,3.2,-1.4974,0.0876
Test_2,3.3,-1.4812,0.2366
Test_2,3.4,-1.4502,0.3833
Test_2,3.5,-1.4047,0.5262
Test_2,3.6,-1.3451,0.6638
Test_2,3.7,-1.2722,0.7948
Test_2,3.8,-1.1865,0.9178
Test_2,3.9,-1.0889,1.0316
Test_2,4,-0.9805,1.1352
Test_2,4.1,-0.8622,1.2274
Test_2,4.2,-0.7354,1.3074
Test_2,4.3,-0.6012,1.3742
Test_2,4.4,-0.461,1.4274
Test_2,4.5,-0.3162,1.4663
Test_2,4.6,-0.1682,1.4905
Test_2,4.7,-0.0186,1.4999
Test_2,4.8,0.1312,1.4942
Test_2,4.9,0.2798,1.4737
Test_2,5,0.4255,1.4384
Test_2,5.1,0.567,1.3887
Test_2,5.2,0.7028,1.3252
Test_2,5.3,0.8316,1.2484
Test_2,5.4,0.952,1.1591
Test_2,5.5,1.063,1.0583
Test_2,5.6,1.1633,0.9469
Test_2,5.7,1.2521,0.826
Test_2,5.8,1.3283,0.6969
Test_2,5.9,1.3912,0.5608
Test_2,6,1.4403,0.4191
Test_2,6.1,1.4749,0.2732
Test_2,6.2,1.4948,0.1246
Test_2,6.3,1.4998,-0.0252
Test_2,6.4,1.4898,-0.1748
Test_2,6.5,1.4649,-0.3227
Test_2,6.6,1.4253,-0.4673
Test_2,6.7,1.3716,-0.6073
Test_2,6.8,1.3041,-0.7412
Test_2,6.9,1.2236,-0.8677
Test_2,7,1.1309,-0.9855
Test_2,7.1,1.0268,-1.0935
Test_2,7.2,0.9125,-1.1905
Test_2,7.3,0.7891,-1.2757
Test_2,7.4,0.6578,-1.3481
Test_2,7.5,0.52,-1.407
Test_2,7.6,0.3769,-1.4519
Test_2,7.7,0.2301,-1.4823
Test_2,7.8,0.0809,-1.4978
Test_2,7.9,-0.069,-1.4984
Test_2,8,-0.2182,-1.484
Test_2,8.1,-0.3653,-1.4548
Test_2,8.2,-0.5087,-1.4111
Test_2,8.3,-0.6471,-1.3533
Test_2,8.4,-0.7789,-1.2819
Test_2,8.5,-0.903,-1.1977
Test_2,8.6,-1.0181,-1.1016
Test_2,8.7,-1.123,-0.9945
Test_2,8.8,-1.2166,-0.8774
Test_2,8.9,-1.2982,-0.7515
Test_2,9,-1.3667,-0.6182
Test_2,9.1,-1.4216,-0.4786
Test_2,9.2,-1.4623,-0.3343
Test_2,9.3,-1.4883,-0.1867
Test_2,9.4,-1.4995,-0.0372
Test_2,9.5,-1.4958,0.1127
Test_2,9.6,-1.477,0.2615
Test_2,9.7,-1.4435,0.4076
Test_2,9.8,-1.3956,0.5497
Test_2,9.9,-1.3338,0.6863
Test_2,10,-1.2586,0.816
Test_2,10.1,-1.1709,0.9376
Test_2,10.2,-1.0714,1.0498
Test_2,10.3,-0.9612,1.1515
Test_2,10.4,-0.8415,1.2417
Test_2,10.5,-0.7133,1.3195
Test_2,10.6,-0.578,1.3842
Test_2,10.7,-0.4369,1.435
Test_2,10.8,-0.2915,1.4714
Test_2,10.9,-0.1431,1.4932
Test_2,11,0.0066,1.5
Test_2,11.1,0.1564,1.4918
Test_2,11.2,0.3045,1.4688
Test_2,11.3,0.4496,1.431
Test_2,11.4,0.5902,1.379
Test_2,11.5,0.725,1.3132
Test_2,11.6,0.8524,1.2342
Test_2,11.7,0.9714,1.143
Test_2,11.8,1.0806,1.0403
Test_2,11.9,1.1791,0.9272
Test_2,12,1.2658,0.8049
Test_2,12.1,1.3398,0.6745
Test_2,12.2,1.4005,0.5373
Test_2,12.3,1.4471,0.3948
Test_2,12.4,1.4793,0.2484
Test_2,12.5,1.4967,0.0995
Test_2,12.6,1.4992,-0.0504
Test_2,12.7,1.4866,-0.1998
Test_2,12.8,1.4592,-0.3473
Test_2,12.9,1.4173,-0.4912
Test_2,13,1.3612,-0.6303
Test_2,13.1,1.2915,-0.763
Test_2,13.2,1.2088,-0.8881
Test_2,13.3,1.1141,-1.0044
Test_2,13.4,1.0083,-1.1106
Test_2,13.5,0.8924,-1.2057
Test_2,13.6,0.7676,-1.2887
Test_2,13.7,0.6351,-1.3589
Test_2,13.8,0.4962,-1.4155
Test_2,13.9,0.3524,-1.458
Test_2,14,0.2051,-1.4859
Test_2,14.1,0.0557,-1.499
Test_2,14.2,-0.0942,-1.497
Test_2,14.3,-0.2432,-1.4802
Test_2,14.4,-0.3897,-1.4485
Test_2,14.5,-0.5324,-1.4023
Test_2,14.6,-0.6697,-1.3422
Test_2,14.7,-0.8004,-1.2686
Test_2,14.8,-0.923,-1.1824
Test_2,14.9,-1.0365,-1.0843
Test_2,15,-1.1395,-0.9754
Test_2,15.1,-1.2312,-0.8568
Test_2,15.2,-1.3106,-0.7296
Test_2,15.3,-1.3769,-0.5951
Test_2,15.4,-1.4294,-0.4547
Test_2,15.5,-1.4677,-0.3097
Test_2,15.6,-1.4913,-0.1616
Test_2,15.7,-1.5,-0.0119
Test_2,15.8,-1.4937,0.1379
Test_2,15.9,-1.4724,0.2863
Test_2,16,-1.4365,0.4319
Test_2,16.1,-1.3862,0.5731
Test_2,16.2,-1.3221,0.7086
Test_2,16.3,-1.2447,0.8371
Test_2,16.4,-1.1549,0.9572
Test_2,16.5,-1.0536,1.0677
Test_2,16.6,-0.9417,1.1675
Test_2,16.7,-0.8205,1.2557
Test_2,16.8,-0.691,1.3314
Test_2,16.9,-0.5547,1.3937
Test_2,17,-0.4127,1.4421
Test_2,17.1,-0.2667,1.4761
Test_2,17.2,-0.118,1.4954
Test_2,17.3,0.0319,1.4997
Test_2,17.4,0.1814,1.489
Test_2,17.5,0.3292,1.4634
Test_2,17.6,0.4736,1.4233
Test_2,17.7,0.6133,1.3689
Test_2,17.8,0.7469,1.3008
Test_2,17.9,0.8731,1.2197
Test_2,18,0.9905,1.1265
Test_2,18.1,1.098,1.022
Test_2,18.2,1.1945,0.9072
Test_2,18.3,1.2791,0.7835
Test_2,18.4,1.351,0.6518
Test_2,18.5,1.4093,0.5137
Test_2,18.6,1.4535,0.3705
Test_2,18.7,1.4833,0.2235
Test_2,18.8,1.4982,0.0743
Test_2,18.9,1.4981,-0.0756
Test_2,19,1.4831,-0.2248
Test_2,19.1,1.4532,-0.3718
Test_2,19.2,1.4088,-0.515
Test_2,19.3,1.3504,-0.653
Test_2,19.4,1.2784,-0.7846
Test_2,19.5,1.1937,-0.9083
Test_2,19.6,1.0971,-1.0229
Test_2,19.7,0.9895,-1.1274
Test_2,19.8,0.872,-1.2205
Test_2,19.9,0.7458,-1.3015
Test_2,20,0.6121,-1.3694
Test_2,20.1,0.4724,-1.4237
Test_2,20.2,0.3279,-1.4637
Test_2,20.3,0.1801,-1.4891
Test_2,20.4,0.0305,-1.4997
Test_2,20.5,-0.1193,-1.4952
Test_2,20.6,-0.268,-1.4759
Test_2,20.7,-0.414,-1.4417
Test_2,20.8,-0.5559,-1.3932
Test_2,20.9,-0.6922,-1.3307
Test_2,21,-0.8216,-1.255
Test_2,21.1,-0.9428,-1.1667
Test_2,21.2,-1.0545,-1.0667
Test_2,21.3,-1.1558,-0.9561
Test_2,21.4,-1.2455,-0.836
Test_2,21.5,-1.3227,-0.7075
Test_2,21.6,-1.3867,-0.5719
Test_2,21.7,-1.4369,-0.4306
Test_2,21.8,-1.4727,-0.285
Test_2,21.9,-1.4938,-0.1365
Test_2,22,-1.4999,0.0133
Test_2,22.1,-1.4911,0.163
Test_2,22.2,-1.4674,0.311
Test_2,22.3,-1.429,0.4559
Test_2,22.4,-1.3764,0.5963
Test_2,22.5,-1.31,0.7308
Test_2,22.6,-1.2305,0.8579
Test_2,22.7,-1.1387,0.9764
Test_2,22.8,-1.0355,1.0852
Test_2,22.9,-0.922,1.1832
Test_2,23,-0.7993,1.2693
Test_2,23.1,-0.6685,1.3428
Test_2,23.2,-0.5311,1.4028
Test_2,23.3,-0.3884,1.4488
Test_2,23.4,-0.2419,1.4804
Test_2,23.5,-0.0929,1.4971
Test_2,23.6,0.0571,1.4989
Test_2,23.7,0.2064,1.4857
Test_2,23.8,0.3537,1.4577
Test_2,23.9,0.4975,1.4151
Test_2,24,0.6363,1.3584
Test_2,24.1,0.7687,1.2881
Test_2,24.2,0.8935,1.2049
Test_2,24.3,1.0093,1.1097
Test_2,24.4,1.115,1.0034
Test_2,24.5,1.2096,0.887
Test_2,24.6,1.2921,0.7618
Test_2,24.7,1.3617,0.629
Test_2,24.8,1.4177,0.49
Test_2,24.9,1.4596,0.346
Test_2,25,1.4868,0.1985
Test_2,25.1,1.4992,0.0491
Test_2,25.2,1.4966,-0.1008
Test_2,25.3,1.4791,-0.2497
Test_2,25.4,1.4467,-0.3961
Test_2,25.5,1.4,-0.5386
Test_2,25.6,1.3392,-0.6757
Test_2,25.7,1.2651,-0.806
Test_2,25.8,1.1783,-0.9283
Test_2,25.9,1.0797,-1.0412
Test_2,26,0.9704,-1.1438
Test_2,26.1,0.8513,-1.235
Test_2,26.2,0.7238,-1.3138
Test_2,26.3,0.589,-1.3795
Test_2,26.4,0.4483,-1.4314
Test_2,26.5,0.3032,-1.469
Test_2,26.6,0.155,-1.492
Test_2,26.7,0.0053,-1.5
Test_2,26.8,-0.1445,-1.493
Test_2,26.9,-0.2928,-1.4711
Test_2,27,-0.4382,-1.4346
Test_2,27.1,-0.5792,-1.3837
Test_2,27.2,-0.7145,-1.3189
Test_2,27.3,-0.8426,-1.241
Test_2,27.4,-0.9623,-1.1507
Test_2,27.5,-1.0723,-1.0489
Test_2,27.6,-1.1717,-0.9366
Test_2,27.7,-1.2593,-0.8149
Test_2,27.8,-1.3344,-0.6851
Test_2,27.9,-1.3961,-0.5485
Test_2,28,-1.4439,-0.4064
Test_2,28.1,-1.4773,-0.2602
Test_2,28.2,-1.4959,-0.1114
Test_2,28.3,-1.4995,0.0385
Test_2,28.4,-1.4882,0.188
Test_2,28.5,-1.462,0.3356
Test_2,28.6,-1.4212,0.4799
Test_2,28.7,-1.3661,0.6194
Test_2,28.8,-1.2975,0.7527
Test_2,28.9,-1.2159,0.8785
Test_2,29,-1.1221,0.9955
Test_2,29.1,-1.0171,1.1025
Test_2,29.2,-0.902,1.1985
Test_2,29.3,-0.7778,1.2826
Test_2,29.4,-0.6459,1.3538
Test_2,29.5,-0.5075,1.4115
Test_2,29.6,-0.364,1.4552
Test_2,29.7,-0.2169,1.4842
Test_2,29.8,-0.0677,1.4985
Test_2,29.9,0.0823,1.4977
Test_2,30,0.2314,1.482
Test_2,30.1,0.3782,1.4515
Test_2,30.2,0.5212,1.4065
Test_2,30.3,0.659,1.3475
Test_2,30.4,0.7902,1.275
Test_2,30.5,0.9136,1.1897
Test_2,30.6,1.0278,1.0925
Test_2,30.7,1.1317,0.9845
Test_2,30.8,1.2244,0.8666
Test_2,30.9,1.3048,0.74
Test_2,31,1.3721,0.6061
Test_2,31.1,1.4258,0.466
Test_2,31.2,1.4652,0.3214
Test_2,31.3,1.4899,0.1735
Test_2,31.4,1.4998,0.0239
Test_2,31.5,1.4947,-0.126
Test_2,31.6,1.4747,-0.2746
Test_2,31.7,1.4399,-0.4204
Test_2,31.8,1.3907,-0.562
Test_2,31.9,1.3277,-0.6981
Test_2,32,1.2513,-0.8271
Test_2,32.1,1.1625,-0.9479
Test_2,32.2,1.0621,-1.0593
Test_2,32.3,0.951,-1.16
Test_2,32.4,0.8305,-1.2491
Test_2,32.5,0.7016,-1.3258
Test_2,32.6,0.5657,-1.3892
Test_2,32.7,0.4242,-1.4388
Test_2,32.8,0.2785,-1.4739
Test_2,32.9,0.1299,-1.4944
Test_2,33,-0.0199,-1.4999
Test_2,33.1,-0.1696,-1.4904
Test_2,33.2,-0.3175,-1.466
Test_2,33.3,-0.4623,-1.427
Test_2,33.4,-0.6024,-1.3737
Test_2,33.5,-0.7366,-1.3067
Test_2,33.6,-0.8633,-1.2267
Test_2,33.7,-0.9815,-1.1343
Test_2,33.8,-1.0898,-1.0307
Test_2,33.9,-1.1873,-0.9167
Test_2,34,-1.2729,-0.7936
Test_2,34.1,-1.3457,-0.6626
Test_2,34.2,-1.4052,-0.5249
Test_2,34.3,-1.4505,-0.382
Test_2,34.4,-1.4814,-0.2353
Test_2,34.5,-1.4975,-0.0862
Test_2,34.6,-1.4986,0.0637
